0,sentences
00:06:47 - 00:06:56 (9 sec),"So some day, with all of us, this is all of us -- and those hats are beautiful, by the way -- Someday -- True. Someday they're going to appreciate us all. And I'm going to Vietnam, to Hanoi, in the near future, 27th and 28th of February, to have another summit and hope we -- hopefully we do as well with the second summit as we did with the first."
00:06:56 - 00:07:07 (10 sec),"I hope so. Now, we're delighted and I'm delighted to be joined this evening by the Texas leaders. You have great leaders, great people, great help to me -- that are at the forefront of this incredible American Revolution. You know, there's never been anything like this in the history of our country. We have to understand."
00:07:07 - 00:07:28 (22 sec),"There's never been. If you would say, as an example, that tonight, 69,000 people signed up to be here. Now, the arena holes 8,000, and thank you fire department, they got in about 10, thank you fire department, appreciate it. But if you want to really see something go outside, tens of thousands of people are watching screens outside."
00:07:28 - 00:07:48 (19 sec),"Tens of thousands. And we were all challenged by a young man who lost an election to Ted Cruz. [Audience Boos] And then they said, ""You know what? Hey, you're supposed to win in order to run. By the way, we, I, we, I'm one and one, I'm one for one. Think of it. We had one election, we won, now we're going to be 2 for 0 and everything's going to be perfect."
00:07:48 - 00:08:05 (18 sec),"But a young man who's got very little going for himself, except he's got a great first name, he has -- he challenged us. So we have, let's say, 35,000 people tonight and he has 200 people, 300 people, not too good. In fact, what I do, what I would do is I would say, ""that may be the end of his presidential bid,"" but he did challenge us. So I want to introduce some great people."
00:08:05 - 00:08:35 (29 sec),"Your Governor, Greg Abbott. Greg. Where is he? Where's Greg? Thank you Greg. And a great governor and a great friend of mine. Lieutenant Governor Dan Patrick. Thanks Dan. Thank you Dan. Look at him in the corner, so shy. Thank you Dan. Great job, Dan. Attorney General Ken Paxton. Thanks, Ken. And Agriculture Commissioner Sid Miller."
00:08:35 - 00:09:05 (30 sec),"Thank you, Sid. Thank you, everybody. Thanks, Ken. Great job you do. And we're especially grateful to your wonderful Senators John Cornyn and Ted Cruz. Great Senators. [Audience Chants USA] And we have a lot of your Congress men and women. We have a lot of them. Are you already? And they're terrific. And they've been with us all the way."
00:09:05 - 00:09:35 (30 sec),"Pete Olson. Pete. Thanks, Pete. Thank you, Pete. Michael Burgess. Thanks Michael. John Carter. Brian Babin. And Randy Weber. Thank you very much. We are in the midst of an economic miracle. That's what's happened. You look all over the world and you study and you see what's going on. You can look at China."
00:09:35 - 00:10:22 (47 sec),"We have a team right now in China, they want to make a deal very badly. Those tariffs are costing them a lot of money and they're going into our Treasury, remember that, we're filling up with billions of dollars. And did you see the, you know, I haven't been here very long, the trade deficit really went down very big this last month, and people are saying, ""Whoa."" I told you so. That's what I do. That's what I do. And we don't want China to have a hard time."
00:10:22 - 00:10:49 (27 sec),"Thank you. Thank you. I -- I can only tell you this, we're going to make great deals on trade. We're going to make great deals on military. When we defend another nation that's rich they have to help us out. Do we agree? They have to help us out. And they're doing it. They're doing it. You saw South Korea, they were paying us $500 million a year."
00:10:49 - 00:12:15 (86 sec),"I say you got to do more. You got to give more. Anyway. Now they're up to almost $900 million, that was like a do phone calls. I said -- I said, ""Why didn't they do this before?"" They said, ""Nobody ever asked. Nobody asked."" You pick up almost $500 million a year, nobody asked. We're defending rich countries, they've got to help us out, folks."
00:12:15 - 00:12:31 (16 sec),"They've got help us out, sorry. And you know what? They're going like us more and maybe more importantly, they going to respect us. Since the election, we have created 5.3 million new jobs, including more than a half a million new manufacturing jobs. Remember, manufacturing was dead? They said manufacturing was dead, the previous administration."
00:12:31 - 00:12:51 (20 sec),"You'll never have it. You need the magic wand. That's what they said. We obviously, we found the magic wand. And by the way, those numbers is small compared to what's happening, compared to all of the companies that are moving in. The unemployment -- [Audience Boos, chants USA] Thank you very much. Thank you."
00:12:51 - 00:13:18 (27 sec),"The unemployment rates for African Americans, Hispanic Americans, and Asian Americans have reached the lowest level in the history of our country. [Audience chants Trump] Okay, thank you. Thank you. Are you all right? Everything okay? Please. Okay. Thank you. Thank you. And women have filled almost 60 percent of the new jobs created last year, which were a record number."
00:13:18 - 00:13:41 (23 sec),"We passed massive tax cuts for working families and we canceled a record number of job killing regulations. That's why your oil and gas is coming back. We eliminated the Obamacare individual mandate. And to give critically ill patients access to life saving treatments, we did something that they haven't been able to do for a long time, we passed Right To Try."
00:13:41 - 00:14:07 (26 sec),"Right To Try. That's an incredible thing, Right To Try. You know, we have the greatest doctors and research in the world, and if somebody was terminally ill they traveled to Asia, they traveled to Europe, they'd travel all over the world, if they had the money. If they didn't have the money, they'd just go home, there was nothing they could do. And I said, ""Wait a minute."
00:14:07 - 00:14:30 (22 sec),"We have drugs in the pipeline that are showing tremendous progress. If somebody is terminally ill let's let them have access to our drugs. Let's let them have access."" And it's much tougher than you would think. But we got it and people, you will not understand, nobody understands, the lifesaving effects, it's incredible what's going on. They are getting better."
00:14:30 - 00:15:35 (65 sec),"People are getting better that were thinking they were going to die. It's right to try, I love it. I always wondered why we didn't do it before? Now, the people in Texas won't care much about this, but the United States is now the number one producer of oil and natural gas on Earth. I didn't think you'd care about that."
00:15:35 - 00:15:57 (22 sec),"I didn't think Texas would care about that. And listen to this, and Texas oil production is now at the highest level it's ever been. And only for the great oil professionals in the room, we're getting those pipelines approved so fast you'll be able to practically double up on oil production, oil and gas."
00:15:57 - 00:17:06 (69 sec),"They're getting approved at record levels and record time, that means more money, more security, and more independence for our country -- it's very simple. Another one they said could never get passed, they've been trying to do it for 40 years, we passed VA Choice, Veterans Choice. So that now, rather than waiting online for five days, for nine days, for three weeks -- [Audience Boos, Chants USA] Where do these people come from?"
00:17:06 - 00:17:34 (28 sec),"Where do they come from? They go back home to Mommy. They get punished when they get home. [Audience chants Build that wall] Now, you really mean finish that Wall, because we've built a lot it, steady and slowly. But before we get to the Wall, so VA Accountability and VA Choice. Accountability, we couldn't fire anybody from the Veterans Administration."
00:17:34 - 00:17:56 (22 sec),"We couldn't fire anybody. They could treat our veterans badly. We had to take it. Now, you get rid of them. And VA Choice, they'd wait online for days and weeks, they couldn't see a doctor. Now, they go out, they have a choice. They get a private doctor. They have things taken care of and we pay their bill."
00:17:56 - 00:18:29 (33 sec),"They've been trying to get those two things fixed for many, many decades, many years and we got it fixed. We also passed the Farm bill for wonderful farmers, ranchers, and growers. Just got it. We just got it passed and that was it easy but we got it passed. We had to do it. Our farmers are great. So we just get that done, farmers, ranchers, growers."
00:18:29 - 00:18:50 (21 sec),"And we passed historic legislation to combat the Opioid Crisis. [Audience chants Trump] Thank you. [Audience Boos, Audience chants hey, hey, hey, goodbye, as an audience member is removed from the coliseum] Thank you. Is there any place that's more fun to be that a Trump rally, is there any place? You know, they all said, ""Mr. President, we loved the tone of your State of the Union speech."" Some people said it was a great speech."
00:18:50 - 00:19:29 (39 sec),"Some people said, ""Really a great speech."" I said, ""But if I ever did that in El Paso, Texas, it wouldn't work here too well,"" do you agree? Nice and calm. No, that's not what you're looking for. This is more fun. This is more fun. And we just signed groundbreaking criminal justice reform into law. Nobody thought that was going to be happening."
00:19:29 - 00:19:48 (19 sec),"In my address last week, I asked lawmakers in both parties to cross the aisle and join together for the common good for all Americans. Democrats have to stop being so angry. They're angry. And they've got to start being partners to keep this -- really, look, is just an incredible miracle that's going on? We want to keep it going."
00:19:48 - 00:20:10 (22 sec),"Keep it going, and it will keep going. It will keep going. There's so much to celebrate in our country, the economy, the military, so many things we've done scientifically. The world is trying to copy what we've done, they're not going to be able to do it. Not anymore. They were catching up fast, now they're going in the wrong direction."
00:20:10 - 00:22:05 (115 sec),"Wrong direction. Unfortunately, many of the Democrats in Congress responded to my call for bipartisan cooperation by instead choosing really -- hey, look, did you ever see anything -- radical resistance, it's the radical left. But maybe it'll change. [Audience Boos] Maybe it'll change. It all has to do with 2020 and the election."
00:22:05 - 00:22:19 (15 sec),"But I really don't like their policy of taking away your car, of taking away your airplane flights, of ""Let's hop a train to California."" [Audience Boos] Of you're not allowed to own cows anymore. You know, a lot of problems. A lot of problems. But nobody's ever had this. And by the way with us, we handle it. No president should ever have to go through what we've gone through in the first two years."
00:22:19 - 00:22:35 (15 sec),"It's a hoax. It's a disgrace, and it should never be allowed to happen again. A hoax. Just recently, as an example, Senator Richard Burr, from the great State of North Carolina. He's chairman of the Senate Intelligence Committee and they've been investigating this Russia hoax for two years. [Audience Boos] Think of it. They've interviewed over 200 people."
00:22:35 - 00:22:55 (20 sec),"They've studied hundreds of thousands of documents and pages and Richard just announced that they found no collusion between Donald Trump and Russia collusion. The fact is, that the real collusion was between Hillary and the Democrats and the other side with Russia, that's where the collusion is. That's where the collusion is. [Audience chants Lock her up] That's starting to make a lot more sense."
00:22:55 - 00:24:44 (109 sec),"But that's where the collusion is, with the Democrats, and with Russia, and with others. And by the way, there's also collusion between the Democrats and the fake news right here. [Audience Boos] And they know it better than anybody. Too many Democrats are focused on tearing down their opposition instead of building up our country."
00:24:44 - 00:25:27 (43 sec),"They're trying to impose some of the most extreme measures and policies ever put forward by our Congress. And by the way, I don't think anybody in this room wants to pay 70, 80, 90 and 95 percent tax. Does anybody want to pay a 90 percent tax? [Audience Boos] You know, you look at what we've done with jobs, what we've done with the economy, how low your taxes are, the lowest they've been almost from the beginning, who the hell wants to change what we're doing now?"
00:25:27 - 00:25:52 (25 sec),"We are a hot, hot country. Last week they introduced a massive government takeover that would destroy our incredible economic gains. They introduced the so-called Green New Deal. [Audience Boos] It sounds like a high school term paper that got a low mark. [Audience laughs] It would shut down American energy, which I don't think the people in Texas are going to be happy with that. [Audience Boos]"
00:25:52 - 00:26:14 (22 sec),"It would shut down a little thing called air travel. [Audience Boos] How do you take a train to Europe? [Audience laughs] You know, this -- this crazy senator from Hawaii, they said, ""Do you like it?"" ""Yes, I like it very much."" Oh, really, how are we getting to Hawaii on a train? [Audience laughs] She didn't think about that one but she's thinking about it. She'll figure it out."
00:26:14 - 00:26:42 (27 sec),"They want to take away your car, reduce the value of your home, and put millions of Americans out of work, spend $100 trillion, which by the way, there's no such thing as $100 trillion, you have to spend $100 trillion -- And remember this, no other country except us is going to do it. That's a little problem, too."
00:26:42 - 00:27:17 (35 sec),"While the world's real polluters, like China, would get many of our companies and factories, they'd just move into China, move into other parts of the world. That's the way the system works. It's not going to happen folks. Don't worry, it's not going to happen. Not going to happen. $100 trillion. Let's spend $100 trillion."
00:27:17 - 00:27:46 (29 sec),"Let's rip down every building in New York City and rebuild it environmentally slightly better. To pave the way for socialism, Democrats are calling for massive tax hikes and the complete elimination of private health care. Many of us have private health care. That means you can stand on line for five days as you wait for a doctor that is not nearly as talented as your doctor."
00:27:46 - 00:28:10 (24 sec),"Remember? ""You can keep your doctor."" Remember that? 28 times, ""You can keep it."" That didn't happen. It turned out to be alive. Hey, where are the fact checkers? You know, some of the most dishonest people in media are the so-called fact checkers. 28 times, ""You can keep your doctor."" That didn't turn out to be what he said."
00:28:10 - 00:29:31 (81 sec),"They're coming for your money and they're coming for your freedom and it'll never happen and it won't even come close, folks. Democrats are also pushing extreme late-term abortion. [Audience Boos] Allowing children to be ripped from their mother's womb right up until the moment of birth. What's that all about?"
00:29:31 - 00:29:48 (18 sec),"So in Virginia, the governor, he's got a little publicity lately. [Audience laughs] I like it. It keeps us out of the papers. I like it. I'd like to find a few more guys like this one. He almost moon walked. His wife stopped him, ""Darling, that would be inappropriate."" I want to see somebody trying to imitate Michael Jackson in the moonwalk."
00:29:48 - 00:30:18 (30 sec),"This would not have been a good scene. His wife saved him, darling, this would be inappropriate."" I think she was right. But the governor stated that he would even allow a newborn baby to come out into the world and wrap the baby and make the baby comfortable. And then talk to the mother and talk to the father and then execute the baby."
00:30:18 - 00:30:53 (34 sec),"Execute the baby. [Audience Boos] Incredible. Millions of innocent, beautiful babies are counting on us to protect them and we will. That is why last week I go I called on Congress, with your great congressman over there -- thank you, fellas -- to immediately pass legislation prohibiting extreme late-term abortion."
00:30:53 - 00:31:13 (20 sec),"And that certainly is extreme. Many people never even heard of it. I mean, have you ever even hear of anything like this? [Audience calls out No] Democrats must also address the double standard on full display in Virginia. By the way, that state's going to go Republican pretty soon, I'm pretty sure -- because the Democrat Party has never been more outside of the mainstream."
00:31:13 - 00:31:36 (23 sec),"They're becoming the party of socialism, late-term abortion, open borders, and crime. [Audience Boos] This weekend, some Democrats even proposed a measure that would force the release of thousands of criminal illegal aliens -- [Audience Boos] -- including dangerous felons convicted of rape, sex trafficking, violent assault, and even murder, into our country."
00:31:36 - 00:32:06 (31 sec),"Can you believe this? [Audience Boos] Their proposal would put a hard cap on the number of illegal aliens that are brave ICE officers, we love our ICE officers -- can detain and thus remove, forcing thousands of criminals to be set free into United States communities. I don't think so. Okay. I don't think so. And I want to thank our ICE offices."
00:32:06 - 00:32:51 (45 sec),"What they put up is incredible and that includes Border Patrol and that includes law enforcement. Let's face it. Law enforcement, we love them. They keep us safe. In the last two years alone, ICE officers have made 200, listen to these numbers, 266,000 arrests of criminal aliens, including those charged or convicted of approximately 100,000 assaults, 40,000, 40,000 larcenies 30,000 sex crimes, 25,000 burglaries, 12,000 vehicle thefts, 11,000 robberies, 4,000 kidnappings, and 4,000 murders. [Audience Boos]"
00:32:51 - 00:33:10 (19 sec),"-- murders, murders, killings, murders. [Audience chants Build that wall] We will. We will. If we cut detention space, we are cutting loose dangerous criminals into our country. Slashing ICE tension is the first step of many for the far left, I call them the radical left We will never abolish ICE."
00:33:10 - 00:33:44 (34 sec),"They want to abolish ICE. We're never going to abolish ICE. So let me say very clearly to those pushing this ridiculous and radical agenda, I will never sign a bill that forces the mass release of violent criminals into our country. And I will never abolish or in any way mistreat our great heroes from ICE, and Border Patrol, and law enforcement, never."
00:33:44 - 00:34:12 (28 sec),"We will always stand with those brave men and women. We will always be with them. We're going to take care of them just like they take care of us, remember that. Now, I have to tell you, as I was walking up to the stage they said that progress is being made with this committee. Just so you know, we're building the Wall anyway."
00:34:12 - 00:35:10 (58 sec),"They say that progress has been made, interesting. Just now. Just now. I said, ""Wait a minute. I got to take care of my people from Texas. I got to go. I don't even want to hear about it."" I don't want to hear it. So I don't know what they mean ""progress is being made significant"". Now, what did happen is the Democrats were being hit really hard on the concept of releasing criminals into our society, that has not been playing well."
00:35:10 - 00:35:35 (25 sec),"So maybe progress is being made, maybe not. But I had a choice, I could have stayed out there and listened or I could have come out to the people of El Paso in Texas. I chose you. I chose you. So -- so we probably have some good news. But who knows? Who knows? We'll -- we're -- we're setting the stage folks."
00:35:35 - 00:36:22 (47 sec),"You know what it's called, right? It's called with setting the stage. We're setting the table. We're doing whatever we have to do the walls being built, it'll continue. It's going at a rapid pace. The Rio Grande, it's happening, go check it out. We proudly welcome those who come lawfully, and support our values in the United States, and that want to strengthen our society and help us with all of the companies moving into the United States, moving back, they left us now they're moving back, many of them, in some cases, maybe all of them, but they all want to come back because the United States is where the action is, very simple. [Audience chants USA]"
00:36:22 - 00:37:00 (38 sec),"It's where the action is. And it is -- we're most proud of the fact, you look at the car companies, they're moving back. They're going into Michigan. They're going into Pennsylvania. They're going back to Ohio. So many companies are coming back. And by the way, that's why I want people to come into our country but they have to come in legally and they have to come in through merit."
00:37:00 - 00:37:29 (29 sec),"Through merit, so they can help us build our country. Make America Great Again, pretty soon we're going to be saying, Keep America Great, Keep America Great. Pretty soon. Pretty soon, congressman, Keep America Great. We'll have to switch over. Tell me, tell me, the campaign's sort of started because you have these people that nobody ever heard of, they're all running for office."
00:37:29 - 00:38:19 (50 sec),"I said, ""Who is that?"" ""Well, that person was a mayor of a city that was defeated."" Well, how about Beto, Beto was defeated to, right? [Audience Boos] But he suffered a great defeat. Watch what the news does tomorrow, though, they won't mention the disparity. They won't mention the disparity tomorrow. They'll say, ""Beto O'Rourke,"" That's his last name, right, O'Rourke?"
00:38:19 - 00:38:58 (38 sec),"Beta O'Rourke had a wonderful rally of about 15 people. [Audience laughs] No, when they get honest, when the media starts becoming honest, and maybe they will, because we've done something that's never been done before, we have suffered a totally dishonest media and we've won and it's driving them crazy."
00:38:58 - 00:39:36 (38 sec),"It's driving them crazy. It's driving them crazy but look at them, they still come. I've never said anything like it. But illegal immigration hurts all Americans, including millions of legal immigrants, by driving down wages, draining public resources, and claiming countless innocent lives. You see what's going on, folks."
00:39:36 - 00:40:37 (61 sec),"You know what's going on. They give you all of these phony stats they say, ""Oh, it's the same. It's the same."" It's not the same. It's a bad situation going on and we've stopped it. We are taking out thousands and thousands of people from MS-13, we're bringing them to hell out of our country, thousands. But if we had proper border security, including a very powerful wall, we wouldn't have to work so hard and it would be a lot safer and a lot better."
00:40:37 - 00:41:13 (36 sec),"My Administration is committed to ending illegal immigration, while modernizing our legal immigration system, which has been in terrible shape for many, many decades to prioritize the admission of those who can support themselves for them actually and contribute to our economy, people that come in on merit, merit, merit -- instead of random lotteries and chain migration."
00:41:13 - 00:41:39 (26 sec),"Chain migration, that's another beauty. [Audience Boos] We want a merit based system for entry, this will improve living conditions for all Americans living here today, both immigrant and U.S. born, everybody's going to be happy. And we need the people to take care of these companies that are moving. Our unemployment rate, real unemployment, 3.6, 3.7 -- and going down, had a little blip because of a thing called the shutdown."
00:41:39 - 00:42:47 (68 sec),"But remember, it went up to 4.0. I said, ""Boy, that's -- "" Do you know how low 4.0 is? Do you know anybody else, any other president that would have said, ""Please give me 4.0, please?"" [Audience laughs] We had a little blip, it went up from 3.7 to 4.0, just quickly. But you know what? If we didn't do that shutdown we would not have been able to show this country these politicians, the world, what the hell is happening with the border."
00:42:47 - 00:43:19 (33 sec),"That was a very important thing we did. And the fact is, illegal immigration is a heartbreaking human tragedy. One in three women is sexually assaulted on the very long and dangerous journey north up to our country. Sex traffickers, these are the worst human beings on Earth, exploit our porous border to sell young girls and women into modern day slavery."
00:43:19 - 00:44:21 (62 sec),"You wouldn't even know that, nobody knows that. And by the way, do you think they come in through the ports of entry? [Audience calls out No] I listen to the Democrats, let me nice, just say the Democrats, I won't be specific, and they say, ""Oh, everything comes through the port."" They don't do that. They drive out where there's no barrier, no wall, they make a left."
00:44:21 - 00:44:56 (34 sec),"Congratulations, you're in the United States. That's all. If you have three women tied up in the backseat of a car, you're not going through, folks, a port of entry where they do look in the backseat, at least, right? Drugs pouring through the border kills tens of thousands of innocent Americans a year, including heroin, meth, cocaine, fentanyl, and so many others."
00:44:56 - 00:45:31 (35 sec),"They come through the Southern border. We have a drug problem over the last 6, 7, 10 years like we have never had before. We can have such a big cut in the numbers, in the percentages, if we get the Wall built -- if we have a strong Wall with other things, but we need the Wall and it has to be built and we want to build it fast."
00:45:31 - 00:46:02 (30 sec),"The number of illegal immigrants crossing our borders is so large that we've know where to hold them. We have to build -- they want buildings, they want jails. They want, these people, how about the word caravan? [Audience Boos] Caravan, I think that was one of mine, but it looked like a caravan. Where you have thousands and thousands of people coming from Guatemala, from Honduras, and El Salvador, and they march up through Mexico."
00:46:02 - 00:46:26 (24 sec),"And by the way, if we didn't have walls in those areas, in some cases that we put up, in many cases where we reinforced, in many cases where our great military helped us with barbed wire -- you would have people pouring in. They don't pour in. The problem is our laws are so bad that there's no way we can quickly remove them."
00:46:26 - 00:46:59 (33 sec),"Other countries say, ""Get out of here."" We have to bring them through a court system. We sign their names, they touch our land, we sign them up, we explained to them, ""Please come back in six years for court,"" and only the dumbest people show back up. Nobody ever shows up. Nobody comes back in, like 2 percent."
00:46:59 - 00:47:33 (34 sec),"They go in to our country. The good news is we have great law enforcement and many of these people, we know where they are, and we're going to get them the hell out. But we have to change our laws. So right now we have a backlog. You won't even believe this. Other countries don't do this. Somebody walks into our country, we bring them to court, we have now a legal -- we need Perry Mason -- [Audience laughs] -- we have a legal case."
00:47:33 - 00:48:07 (34 sec),"Nobody else does that. Other countries say, ""Get out. You can't come in. You're not a citizen of whatever country."" We bring them in. So listen to this, right now we have almost 900,000 cases, 900,000. How many judges are going to take care of -- we're going to have to hire tens of thousands of judges to do that, 900,000 cases."
00:48:07 - 00:48:58 (50 sec),"How stupid is this? This was a system put in place by really dumb people or people that did not have the best interests of our country at heart. And there's no place better to talk about border security, whether they like it or not, because I've been hearing a lot of things,"" Oh, the Wall didn't make that much of a difference."" You know where it made a big difference?"
00:48:58 - 00:49:34 (36 sec),"Right here in El Paso. And I've been watching where they've been trying to say, ""Oh, the Wall didn't make that much -- "" Well you take a look at what they did with their past crimes and how they made them from very serious to a much lesser, you take a look at what the real system is. I spoke to people that have been here a long time they said, ""When that wall went up, it's a whole different ball game."" Is that a correct statement?"
00:49:34 - 00:50:22 (48 sec),"A whole different ball game. I'll give you another example. And I don't care whether a mayor is a Republican or a Democrat, they're full of crap when they say it has it made a big difference. I heard the same thing from the fake news. They said, ""Oh, crime actually stayed the same."" It didn't say the same, it went way down and look at what they did to their past crimes and look at how they recorded those past crimes, it went way, way down."
00:50:22 - 00:50:42 (20 sec),"These people, you know, you'd think did want to get to the bottom of a problem and solve a problem, not try and pull the wool over everybody's eyes. So for those few people that are out there on television saying, ""Oh, it didn't make too much of a difference,"" it made a -- people from El Paso, am I right?"
00:50:42 - 00:51:31 (48 sec),"It's fake news. It's fake. I'm telling you, just fake news. And you know what? You wouldn't even have to know you can say that automatically without even knowing it. It's obvious, it's common sense. Just a few thousand feet, as an example, from where we stand right now on the other side of the border, it's one of the most dangerous cities in the world, Juarez, Mexico."
00:51:31 - 00:52:17 (46 sec),"Well, the people at Juarez agree. Yet, thanks to a powerful border wall and El Paso, Texas it's one of America's safest cities now. Now, listen to the this, so you're talking a few feet away, right, a few feet, got a wall, a few feet away. Last year Juarez had 1,200 murders, El Paso, right next door, a few feet away, had 23 murders."
00:52:17 - 00:52:51 (34 sec),"That's not good either. But 23 compared to 1,200. Walls work, actually there's nothing like them for what we're talking about. We want to stop drugs. We want to stop traffickers. We want to stop criminals from coming in, walls save lives. Walls save tremendous numbers of lives. The biggest proponents of open borders are rich liberals and wealthy donors."
00:52:51 - 00:53:14 (23 sec),"These are hypocrites who oppose security for you while living their entire lives -- I do it too, to be honest with you, I'm guilty. I'm guilty. I also live behind walls, okay. They live behind walls and gates in their guards all over the place. Me too, because I want to be safe and I want to make America safe, if you don't mind. [Audience chants USA]"
00:53:14 - 00:53:43 (29 sec),"So security should not belong only to the rich and to the powerful, safety is the birthright of every American, which is why we must finish the Wall. It's happening. Because walls are not immoral, as it was said, human trafficking is immoral. [Audience calls out Yes] Drug peddling is immoral. [Audience calls out Yes]"
00:53:43 - 00:54:22 (40 sec),"Child smuggling is immoral. [Audience calls out Yes] Sanctuary Cities that get Americans killed, they're immoral. [Audience calls out Yes] Open borders are dangerous and immoral. [Audience calls out Yes] My administration has put forward a compromise that really is a compromise, and I hate even compromise on things like this, but it's showing common sense, it's compassionate, and it's going to solve our problem and the cost is a fraction."
00:54:22 - 00:55:27 (64 sec),"When you look at the drugs that are pouring across from Mexico, if it stopped a small percentage, and it won't, it'll stop a large percentage, it would pay for itself in a matter of weeks. That's the kind of numbers you're talking about, a matter of weeks. And by the way, I -- I hate to say this, because we have a very good relationship, but Mexico had the highest number of killings that they've ever had, almost 40,000 people were murdered in Mexico."
00:55:27 - 00:56:13 (46 sec),"Mexico is not too far away, and we need to take care of our people and we're going to do that and it's happening and it's happening a lot faster than anybody thought. And I love that sign. Thank you. What we're proposing includes humanitarian assistance, drug detection at our ports and everywhere else, closing legal loopholes, which is a big problem, and plans for a smart, strategic, see-through steel barrier or wall, let's call it a wall, it's better."
00:56:13 - 00:56:52 (40 sec),"This wall will be built in the areas identified by border agents is having the greatest need while safely directing people and commerce to our many lawful ports of entry, which we're beefing up in every way, structurally, with beefing up the ports of entry and mechanically. We have equipment now that can spot drugs."
00:56:52 - 00:57:31 (38 sec),"It's incredible stuff. It's expensive. It's incredible. By the way, there is nothing better than a good old-fashioned German Shepherd. It's hard to believe, right. It's true you know, I -- I was with the people and they're showing me this incredible computerized stuff and where it goes. I said ""Could I -- ""Because Secret Service took me out to the place and they were showing me these German Shepherds, they're unbelievable."
00:57:31 - 00:58:04 (33 sec),"They'll run past all these empty boxes and one of the boxes has drugs in it, deep down in a box and they come to a screeching halt barking at it every time. So I asked the people that sell the machinery, at a lot of money, so I said, ""Let me ask you a question. This stuff is incredible. I'm really impressed."
00:58:04 - 00:58:47 (43 sec),"How does it compare to a German Shepherd?"" The guy looks at and says, ""Sir, honestly, it's not as good."" Can you believe it? A German Shepard. Certain types of dogs, pretty good. You do love your dogs, don't you? I wouldn't mind having one, honestly, but I don't have any time, I don't have -- How would I look walking a dog on the White House lawn, would that be -- Right, sort of not for -- I don't know, it doesn't -- I don't feel good."
00:58:47 - 00:59:23 (35 sec),"It feels a little phony-phony to me. A lot of people say, ""Oh, you should get a dog."" ""Why?"" ""It's good politically."" I said, ""Look, that's not the relationship I have with my people. We want -- "" [Audience members yells something about Obama] Yeah, Obama had a dog, you're right. [Laughter] Both parties should come together to finally create a safe and lawful system of immigration."
