0,sentences
00:10:40 - 00:11:02 (21 sec),"And some of those employers call me and get back to me. And they say, ""Mr. President, it's amazing how good these people are."" And not all of them -- not all of anybody or any category is going to be great. But tremendous response. And these people have been given a second or even, in some cases, a third shot at it. And they're doing really well."
00:11:02 - 00:11:22 (20 sec),"So the economy being so great, and the jobs picture being so strong -- people are getting an opportunity, and they're doing an incredible job. So I just want to thank everybody in law enforcement. I know you agree with me on this. It's a great thing."
00:11:22 - 00:11:36 (14 sec),"And in particular, I have to thank the IACP for working with us on this effort and for endorsing important prison reform legislation all over the country. And we're doing federal legislation, but all over the country. You folks have been fantastic."
00:11:36 - 00:12:01 (25 sec),"Every single day of my administration, we will stand for law, order, and justice. Just two days ago, the Senate confirmed a supremely qualified nominee who will be a faithful defender of the rule of law -- and will defend the United States Constitution -- the newest Supreme Court Justice, Brett Kavanaugh."
00:12:01 - 00:12:37 (35 sec),"And I will tell you, when I decided on Brett -- and we have tremendous talent in our legal system. But I decided on Brett. I said, ""He's flawless. He's a flawless person."" The best student. The best scholar. The great intellect. Incredible record over many years. And yet, he's a young man."
00:12:37 - 00:13:06 (29 sec),"I said, ""Brett, congratulations. This is going to be a piece of cake getting you confirmed."" [Laughter] ""This is going to be so easy. It should go quickly, nicely. Don't even worry."" He was so thankful. [Laughter] He said, ""Mr. President, it's the greatest honor of my life -- United States Supreme Court. The greatest of my life."""
00:13:06 - 00:13:37 (31 sec),"So I haven't heard him say that again to me, but I think he still believes it. [Laughter] But he's a great person, and it was very, very unfair what happened to him -- false charges, false accusations, horrible statements that were totally untrue that he knew nothing about. Frankly, terms that he probably never heard in his life. He was this. He was that. He'd never even heard of these terms. It was a disgraceful situation brought about by people that are evil."
00:13:37 - 00:14:11 (34 sec),"And he toughed it out. We all toughed it out together. And I have to thank the Republican senators that fought so hard for this because it wasn't easy. And it was a great honor to be involved in this situation. A lot of people would have said, ""Oh, let's give it up. Let's go a different direction."" We don't give up. You don't give up. We don't give up. Just don't do it. He's going to be a great Supreme Court justice -- watch. A great one. He will be a great one."
00:14:11 - 00:14:30 (19 sec),"We will perform the swearing-in tonight at 7 p.m., at the White House. That's very exciting. So I leave here, and I go home, and I swear in a man who will be a truly great United States Supreme Court Justice. That's going to be my honor. Thank you."
00:14:30 - 00:14:58 (28 sec),"And I'm going to tell him about the spontaneous applause. Before I even finished -- you people. [Laughter] Because you knew what I was about to say, but I didn't even say it. And you started before I completed. So that's the kind of -- all over the country, I'm doing rallies, and people are loving that man and loving that choice. So I think we're all going to be very happy."
00:14:58 - 00:15:24 (26 sec),"In order to keep every American safe, we are also making officer safety a top priority. In 2016, an officer was assaulted in America on an average of every 9 minutes. Is this even believable?"
00:15:24 - 00:16:00 (36 sec),"Last week, seven officers were shot in Florence, South Carolina -- incredible state. One was killed; numerous were really badly injured. Our hearts break for the family of fallen Officer Terrence Carraway. We pray for his loved ones and for the officers who are still recovering. When a police officer is assaulted or killed, it is a wound inflicted upon our entire nation. It is."
00:16:00 - 00:16:43 (43 sec),"And I have to say this, I don't think you understand one thing: how much our country loves you and the job you do. You don't hear it from them. You don't hear it from them. They don't tell you the real feeling. They don't tell you the true feeling, but I know the true feeling. I know the true feeling. You don't hear it from the media, but I can tell you, I know the feeling. And these people -- the people of our country love you. So I just want you to know it direct."
00:16:43 - 00:16:44 (1 sec),"We love you, Trump!"
00:16:44 - 00:16:56 (12 sec),"Thank you. Thank you. Thank you. I love him, too. He's just not my type, I'm sorry. [Laughter] He's not my type. Thank you."
00:16:56 - 00:17:09 (14 sec),One of my very first actions as President was to direct my administration to take all necessary action to protect law enforcement from acts of violence against all of you.
00:17:09 - 00:17:25 (16 sec),"We believe that criminals who kill our police officers should immediately, with trial -- but rapidly as possible; not 15 years later, 20 years later -- get the death penalty."
00:17:25 - 00:18:22 (57 sec),"And importantly, we are also making sure you have the equipment you need to do the job. That's why we are allowing local police to access surplus military equipment. And we've been doing this since the very first day of my administration, whereas others didn't want you to have that equipment for very strange reasons. [Laughter] They said it looked too tough, it looked too strong; it's not a good look. You have people shooting at you, and they're worried about your look. [Laughter] Someday you'll explain that one to me, please. I don't quite get it. Explain it."
00:18:22 - 00:18:43 (21 sec),"This equipment doesn't only protect your lives and safety, it protects the lives and safety of every citizen that you serve. During Hurricane Harvey, surplus military equipment helped rescue more than 9,000 people."
00:18:43 - 00:18:59 (17 sec),"We are also taking unprecedented action to help our local police fight the worst drug epidemic in our history -- the opioid crisis -- which took nearly 50,000 American lives last year."
00:18:59 - 00:19:15 (16 sec),"We have secured the most funding in history to give you the tools and resources that you need to hunt down the traffickers, stop these poisonous drugs from coming into our country, and to save American lives."
00:19:15 - 00:19:42 (27 sec),"In fact, today I'm announcing another $42.4 million for the High Intensity Drug Trafficking Areas program to attack this epidemic. This grant funding will go to more than 50 innovative projects targeting the greatest drug threats facing the United States."
00:19:42 - 00:20:00 (18 sec),"And I will tell you that, last year in the budget -- this year also -- last year, we got $6 billion -- $6 billion -- to work on the opioid problem at every level, including people -- really helping people that are in need of help."
00:20:00 - 00:20:17 (17 sec),"Last year, we increased the average federal sentence for drug trafficking to its highest level since 2013. For the first time in years, we are ensuring there are real, tough consequences for those who flood our streets with deadly poison."
00:20:17 - 00:20:42 (25 sec),"Thanks to your partnership, last year, our brave ICE agents seized 1 million pounds of narcotics, including almost 7,000 pounds of heroin and more than 2,300 pounds of fentanyl -- saving thousands upon thousands of American lives. And this year, we're way ahead of those numbers."
00:20:42 - 00:21:09 (27 sec),"Last year alone, ICE removed nearly 130,000 criminal aliens from our country. And, as you know, my competitors don't like that. They don't like that. That's the other thing you're going to have to explain to me someday. Including thousands of vicious gang members and MS-13 predators. They're gone. They're gone."
00:21:09 - 00:21:50 (41 sec),"Yet, these brave ICE officers have been subjected to shameless attacks by leading members of the Democrat Party, including outrageous calls to abolish ICE. And also, they're not a big help to us in law enforcement. They don't want to give us the kind of funds that you people are requesting. But you're getting them anyway because we're giving them to you. But they fight us at every turn. The Democrats fight us at every single turn. Whether it's law enforcement or military, they fight us at every turn. But we win."
00:21:50 - 00:22:04 (14 sec),"We condemn the vilification of law enforcement and law enforcement officers, and we stand proudly with the heroes of ICE, and Border Patrol, and law enforcement in general."
00:22:04 - 00:22:29 (25 sec),"We also strongly oppose efforts from politicians to shackle local police departments and prevent them from cooperating with their federal partners. So let's see whether or not Chicago -- as an example, locally -- accepts help. They need it. And we'll straighten it out fast. We're going to straighten it out fast."
00:22:29 - 00:22:37 (8 sec),"I assume they want to straighten it out. Sometimes I think, ""Maybe is it possible that they don't?"" But we're going to be there. We're going to try and help them."
00:22:37 - 00:22:54 (17 sec),"Every day, these sanctuary city policies force the release of criminal aliens and gang members right back onto our streets, putting innocent civilians at grave risk -- many people being killed."
00:22:54 - 00:23:22 (28 sec),"I will fight every day for your right to cooperate with federal law enforcement and to protect your communities as you wish. And I know most of you in this room -- I think probably everybody in this room -- works brilliantly with our federal authorities. And it's our honor to do it -- including funding, by the way -- including funding. Thank you."
00:23:22 - 00:23:56 (34 sec),"Last week, my administration also provided historic levels of funding to improve school safety. Through STOP School Violence grants, we are giving local schools and police departments the resources they need to hire more officers, and train more teachers, and better detect and address early warning signs of mental illness before it's too late. I made a lot of strides in the last year. Heavy funding -- but you've made a lot of strides."
00:23:56 - 00:24:11 (15 sec),"In every action we take, we are defending American safety and treasuring the extraordinary -- I mean, we're just helping as much as we can the extraordinary men and women who protect our communities."
00:24:11 - 00:24:22 (11 sec),Here with us today are all four nominees for the IACP Police Officer of the Year Award.
00:24:22 - 00:25:06 (44 sec),"Officer Taylor Rust serves with the Plano, Texas Police Department. Good place. Where's Taylor? Taylor. Where's Taylor? Come on up here, Taylor. Run up here. They'll let you up. Come on up. We'll get all of them up. Come on."
00:25:06 - 00:25:17 (11 sec),"A year ago, Taylor raced to the scene of an active shooter in a neighborhood, entered the house without any backup at all, and shot and killed the murderer -- it turned out to be somebody with a lot of bad past -- saving the lives of four civilians."
00:25:17 - 00:25:40 (23 sec),"Officer Rust, we salute you and your remarkable courage. You are a great gentleman. Stay up here with me, okay? Say -- come on, say couple of words."
00:25:40 - 00:25:48 (8 sec),"Thank you. Thank you. You'll have to forgive me, I'm much more comfortable in the situation Mr. President described than being up here. [Laughter]"
00:25:48 - 00:25:59 (11 sec),"It's a tremendous honor for me to be here. I appreciate everything IACP has done for us, my family. My wife, Amber, is here. She's been a tremendous support, as well, through this whole thing."
00:25:59 - 00:26:14 (15 sec),"It's been a very humbling experience for me, and it's been an honor to be spoken in the same breath with the other three officers that are sitting over there today. Thank you very much."
00:26:14 - 00:26:29 (15 sec),"That was a good job. He'll be running for office soon. You watch. [Laughter] Thank you very much, Taylor."
00:26:29 - 00:26:51 (22 sec),"Last May, Officer Mark Dallas was on duty at Dixon High School, in Illinois, when he heard gunshots. Within -- listen to this -- three seconds, he was at the scene, right outside the auditorium where the entire senior class was gathered and was in a lot of trouble."
00:26:51 - 00:27:22 (31 sec),"The shooter fled and fired shots at him, but Officer Dallas chased him down before a single student was injured. Officer Dallas's son Joshua was one of the seniors inside that auditorium. Afterwards, Joshua said, ""I wasn't scared for my life at all because I knew my dad would protect us."" How good is that?"
00:27:22 - 00:27:32 (10 sec),"Thank you, Officer Dallas. Where are you? Officer Dallas, come on up here. That's pretty good. That's pretty good."
00:27:32 - 00:27:44 (13 sec),So his son had a little confidence in him. That's not bad. That's beautiful. Beautiful.
00:27:44 - 00:27:58 (14 sec),"Public speaking is not my best, but I'm -- I'm extremely nervous. [Laughter] Mr. President, I appreciate everything, and the support you give us. And I'm honored to be here with the IACP and the other nominees."
00:27:58 - 00:28:05 (7 sec),"My son said he wasn't scared because dad was out there. I was ""dad"" to 182 other kids in that gymnasium."
00:28:05 - 00:28:18 (13 sec),I just want to say thank you. I'm honored and blessed to be here. Thank you.
00:28:18 - 00:28:28 (10 sec),Beautiful story. Thank you very much. That's a beautiful story. And your son was right.
00:28:28 - 00:29:01 (33 sec),"In October of last year, Washington State Trooper Nathaniel Dawson pursued a car that violated a traffic law. When the car stopped, two gunmen began shooting at Trooper Dawson, and shooting very violently. Despite heavy fire, Trooper Dawson got out of his vehicle and fired back until the shooters ran away and were later apprehended. They were very dangerous criminals."
00:29:01 - 00:29:12 (10 sec),"Our streets are safer, and our criminals recoil in fear because of brave officers like Trooper Dawson. And I want to thank you. Come up, please, Trooper Dawson."
00:29:12 - 00:29:38 (26 sec),Wow. It's a great honor to be here tonight. Thank you all for coming -- Mr. President. I think we all would say the same: We're just doing our job. And to be recognized is just extra. So thank you again.
00:29:38 - 00:30:00 (22 sec),"Thank you very much. Thank you. These people have a lot of respect for you. They don't sit down when you're up here. [Laughter] They have a lot of respect, right? That's great. Beautiful."
00:30:00 - 00:30:29 (29 sec),"Finally, Sergeant Luis Celis of the Doral -- I know it well -- Florida Police Department -- they are fantastic -- responded to the call that you all read about -- a big story at the time -- that a shooter was in the lobby of Trump National Doral. Can you believe this is happening to me? And I didn't say, ""Put this manâ¦"" I knew what he did. But they put him. Threatening a lot of people that were in the hotel, including the employees."
00:30:29 - 00:30:50 (21 sec),"Sergeant Celis entered the building, engaged in a vicious shooting attack, and captured the criminal before anyone was hurt -- which was incredible, actually."
00:30:50 - 00:31:12 (22 sec),"Sergeant Celis, that was really a job well done. People are still talking about it. It was an amazing job. Please come up."
00:31:12 - 00:31:23 (12 sec),I guess he's a tough act to follow -- [Laughter] -- what the guy said over here.
00:31:23 - 00:31:40 (16 sec),"Thanks everybody for being here. My wife, Olga. And congratulations to everybody else. Thank you."
00:31:40 - 00:31:51 (11 sec),"And just to conclude, I have to say, in each of these stories we see the unmatched strength, and character, and courage of our amazing heroes in blue."
00:31:51 - 00:32:15 (24 sec),"Every day, our police officers race into darkened allies and deserted streets, and onto the doorsteps of the most hardened criminals -- people you don't want to be dealing with. And you deal with them well. Incredible. They see the worst of humanity, and they respond with the best of the American spirit."
00:32:15 - 00:32:38 (23 sec),"America's police officers have earned the everlasting gratitude of our nation. In moments of danger and despair, you are the reason we never lose hope -- because there are men and women in uniform who face down evil and stand for all that's good and just and decent and right."
00:32:38 - 00:32:56 (18 sec),"No matter what threat you face, you never give in. You never back down. You are people of tremendous courage and strength. We appreciate it. Appreciate it."
00:32:56 - 00:33:11 (15 sec),Nothing can break your spirit or bend your will -- I've seen it over many years -- because you are the proud men and women of law enforcement.
00:33:11 - 00:33:23 (11 sec),"We thank you. We salute you. We honor you. And we promise you: We will always have your back. Now and forever, we will have your back."
00:33:23 - 00:33:51 (28 sec),"So it's my great honor to be with you today, and I thank you and I thank everyone in this incredible room of heroes -- the International Association of Chiefs of Police. You have very, very special, very smart, very brave, brave people."
00:33:51 - 00:34:06 (15 sec),And on behalf of our incredible country -- our country that's getting stronger and bigger and richer and just better -- we're making it greater. [Laughter] And that's okay. It's greater. We're making it greater.
00:34:06 - 00:34:21 (15 sec),"I want to say God bless you, God bless your families, and God bless America. Thank you very much. Great honor. Thank you."
