0,sentences
00:10:21 - 00:11:04 (43 sec),"And we are unleashing the power of Pennsylvania shale and clean, beautiful Pennsylvania coal, beautiful, beautiful, clean coal. We are putting our miners back to work. We are putting our steelworkers back to work. And by the way, I don't know how many people are in the steel industry, but one of the hottest industries -- and this was dying."
00:11:04 - 00:11:33 (29 sec),"The steel industry was dead and dying. One of the hottest industries right now in our country is American steel. U.S. Steel is opening and expanding seven different plants and spending a tremendous -- billions of dollars doing it. And what does it mean for you? Jobs, jobs, very simple. What does it mean for our country?"
00:11:33 - 00:12:05 (32 sec),"What does it mean for our country? We can't lose the steel industry. The steel industry was on its last legs, and now, after four months of really intensely doing what I do... it's thriving. It is thriving. It's amazing, actually. It's amazing. You got to have steel. You know, you need steel for defense."
00:12:05 - 00:12:35 (30 sec),"You got to have steel. Supposing you don't have steel and we do have a problem defense-wise. You going to call China, please send us some steel? And aluminum is doing great again. These are things we have to have. But beyond that, it's tremendous numbers of jobs already taking place. The head of U.S. Steel said he's never seen anything like it. And what did we do? We essentially stopped the dumping."
00:12:35 - 00:13:00 (25 sec),"They were dumping garbage all over our country. It wasn't even good. It was sand steel. It was rotted steel. It was garbage. They're dumping it all over our country. So now we can take our own metallurgic ore out of our mines that we can bring it here and to other places, and we can actually have our industry."
00:13:00 - 00:13:24 (23 sec),"We don't need this product coming in untested from other countries. We don't need it, folks. We've got it here. We don't need it. And you watch what's going to happen with jobs, and you watch what's going to happen with price. Very proud of that industry. After years of rebuilding other nations, we are finally rebuilding our nation."
00:13:24 - 00:14:09 (46 sec),"But if Nancy Pelosi and the Democrats... take over Congress, they will try to raise your taxes -- we've lowered them tremendously -- impose socialism, which is where they're coming from... and take over and destroy American health care. And you see how well we're doing with health care. You see it. Democrats want to abolish America's borders and allow drugs and gangs to pour into our country unabated."
00:14:09 - 00:14:51 (42 sec),"And I say this, and I mean this. The Democrats are the party of crime. That's what's happening. They are the party of crime. Republicans are the party of law, order, and justice. And we are also the party of jobs, jobs, jobs. You see that. We're thrilled to be joined tonight by several really terrific friends of mine, Pennsylvania Republicans, including a man that's helped me so much in Washington, like tax cuts, like regulation cuts, like many other things, Congressman GT Thompson."
00:14:51 - 00:15:20 (29 sec),"A man who's really doing well, if you believe in polls. I believe in polls. Only the ones that have us up, because they're the only honest ones. [Laughter] Other than that, they're the fake news poll. Fake news. Fake news. You know they take these polls, they show them, I said, that can't be right. What they want to do is keep you out of the voting booth."
00:15:20 - 00:15:56 (36 sec),"Take your wife, take your husband, go to a movie, come back, watch the results. You say, you know, I love so and so, but the polls say he can't win. Darling, let's go to a movie tonight. We'll go home and we'll watch -- and that's what happens. They talk you out of it. They're dishonest. just like their reporting is dishonest, their polls are dishonest."
00:15:56 - 00:16:18 (22 sec),"Not all of them. Not all of them. No, not all of them. But many of them, and I saw it. I saw it. And yet there were some that got us very right on that great, great evening. Was that the most exciting evening of our lives? Remember, we won Florida? And remember John King, nice guy at CNN, fake news, CNN... Remember, early -- it was early, and we won by a lot."
00:16:18 - 00:16:53 (34 sec),"We won Florida by a lot. Remember the red, right, the red, beautiful red. I never liked red so much. [Laughter] Against the blue, I didn't like blue. [Laughter] And the whole map is like red. And he's going crazy. But early, Donald Trump has won the state of Florida. Oh, my gosh. Donald Trump has won the state of Florida."
00:16:53 - 00:17:27 (35 sec),"Oh, that was upsetting to him. Remember when they said that Texas would be long, it would be a long call, go late into the night, because they said it's just going to be too close to call? So the polls closed at 8 o'clock, and they never call them early unless you win by a landslide, right? So the polls closed."
00:17:27 - 00:18:13 (46 sec),"The polls have closed in the state of Texas. Donald Trump has won the state of Texas. Right? Which other one? Utah, remember it was so -- it was so close, Utah. They had a guy that I never saw before. I don't know. There's this guy. Do you know who I'm talking about? And they had crooked Hillary, the three of us. And this guy was supposed to come in second, but I was going to be -- it's going to be very close."
00:18:13 - 00:18:36 (23 sec),"Maybe I could edge, but this guy was going to come either first or second, and crooked Hillary was supposed to be third. So, the Utah, great people. We just gave over millions of acres of great space, public space to Utah. So what happens? What happens? So they say, oh, for weeks I'm hearing how close Utah is. So the polls close at 8 o'clock."
00:18:36 - 00:19:23 (47 sec),"Eight o'clock and three seconds, Donald Trump has won... the state of Utah. We won it by... And on top of that, this guy came in third. He didn't even come in second. Crooked Hillary came in second. A long ways away. Long ways. Remember? Anyway. But was that the most exciting night? Was that the greatest?"
00:19:23 - 00:19:44 (21 sec),"Well, if you look at it, when you think of it, there was collusion between Hillary, the Democrats, and Russia. There was collusion. There's no question about it. There was a lot of collusion with them and Russia and lots of other people, by the way. But so you remember -- so we win Florida, then we had a -- you know, to win the Electoral College is very tough."
00:19:44 - 00:20:04 (20 sec),"The other is easier. You go to three or four states and you work, and you do -- but to win, got to be smart. You're right. You got to be smart. Got to be smart. You got to -- and you have to have great support. This is our support. But you got to run the whole East Coast. If you're a Republican, it's very, very hard."
00:20:04 - 00:20:27 (23 sec),"Electoral College is much harder than anything. Remember, they said, there is no path. I heard this so many times. I said to my wife, oh -- our first lady, how's she doing? Good? I said to Melania, I said, I've heard there is no path, there is no path to 270. Right? How many times have you heard that? Thousands?"
00:20:27 - 00:20:49 (22 sec),"I've been hearing it for months. There is no path. And I kept going -- I love this state -- I kept going to Maine, for one, because they had -- maybe, if I have a great night, 269. Of course they could never say I could get to -- so I kept going to Maine five times, because I wanted to get one, and I ended up getting the one in Maine, but I also got Michigan, and Wisconsin, and Pennsylvania."
00:20:49 - 00:21:20 (31 sec),"Remember that? Remember that? And what angered me, because I love this state, and I went to school in this state, right? I went to school in this state. I love Pennsylvania. I went to school in this state. Great place. Great people. What angered me is Pennsylvania hasn't been won for many years by Republicans, but every Republican thinks they're going to win Pennsylvania."
00:21:20 - 00:21:43 (23 sec),"They didn't quite get it. But I got it. The workers, I got it. Every Republican -- I used an expression. You know, there's an expression, but under the rules of ""Me, Too,"" I'm not allowed to use that expression anymore. Can't do it. [Laughter] It's the person that got away. See, in the old days, it was a little different."
00:21:43 - 00:22:04 (21 sec),"Pennsylvania -- I'll just do it anyway. I would do it, except for these people up there. They would say, did you hear what President Trump said? Did you hear what he said? So there is expression, but we'll change the expression. Pennsylvania was always the person that got away. That's pretty good, right?"
00:22:04 - 00:22:31 (27 sec),"The person that got -- and for many years, nobody -- no Republican won Pennsylvania. And -- but they always thought they were going to. Pennsylvania, great. And then they lost it by a lot. I said I know we're going to win Pennsylvania, but all night long, they had one point. But if I lost every single vote in Pennsylvania, I was 99 percent of the vote cast, and I said, will you please project Pennsylvania?"
00:22:31 - 00:22:56 (25 sec),"Let Pennsylvania be the state where I win this election? I was winning North Carolina, South Carolina. We won Florida. We were doing -- we were running the East Coast. And I kept saying, why aren't they -- and ask them. Ask them. Why aren't they announcing Pennsylvania? One point left, 99 percent of the vote cast, right?"
00:22:56 - 00:23:21 (24 sec),"Ninety-nine percent of the vote cast. One point left. If I lost every single vote, I won Pennsylvania by a lot. I kept saying, why aren't they announcing Pennsylvania? I thought it must be some kind of a technical malfunction. [Laughter] So they didn't do it until late in the evening. It stayed forever. I kept going, why aren't they announcing?"
00:23:21 - 00:24:10 (50 sec),"I'd love to win with Pennsylvania. But honestly, then what happened? Out of the blue, Donald Trump has won the state of Wisconsin. And then out of the blue, first time in decades, Donald Trump has won the state of Michigan. And then finally they announced, late in the morning, which we knew they just couldn't do it. They couldn't do it. They just couldn't. Donald Trump has won the great state of Pennsylvania."
00:24:10 - 00:24:28 (18 sec),"They didn't do it that way. They didn't do it that way. They didn't do it that way. They did it with tears flowing down their face. This can't be happening. Can this -- did you see some of them crying? And we were all crying, too, out of happiness, right? Because there has never been anything like what we all did."
00:24:28 - 00:24:55 (26 sec),"OK? We did it together. And now we're doing great trade deals. We're fixing our military. We're taking care of our vets. We are doing so much. We're cutting regulations. So you have a congressional candidate running, taking the place of a fantastic person. You know who that is. But you have a man named John Joyce who's running, and he's way up in the polls, but don't let that fool you."
00:24:55 - 00:25:35 (41 sec),"Get out and vote. Get out and vote. John Joyce. Where is John? Thank you, John. State Senators Dan Laughlin and Michele Brooks, and your next governor of the state of Pennsylvania -- I'll tell you, this guy is working hard, folks. He said he did 631 events. I said that's a lot. [Laughter] I'll tell you, he's a really good man and he's a hard-worker, and I know it's a tough race."
00:25:35 - 00:26:10 (35 sec),"But based on competence, based on everything, very successful guy. Successful businessman, which we like. Scott Wagner. Scott? And maybe the best thing I can say about Scott Wagner is that Judge Jeanine thinks he's fantastic, OK? That might be the greatest endorsement. And I -- you have my full endorsement."
00:26:10 - 00:26:37 (27 sec),"That might be the greatest endorsement I can give you, Scott. Judge Jeanine. I'm especially thrilled to introduce a terrific Pennsylvania congressmen. He's been a friend of mine for a long time, long before I did this whole political thing. A congressmen came up to me the other day, he said, sir, I've been winning for many years and I'm a proud congressmen."
00:26:37 - 00:26:58 (20 sec),"I've won many races, 10 to be exact. I've only lost three. I said, you lost three? Yes, a long time ago, when I was young. And I'm very proud, I'm a real professional. I said, you know, I've never thought of it that way, but I've only ran one time, one... It was for the presidency. And we won the presidency, right?"
00:26:58 - 00:27:38 (40 sec),"We won the president. Now, I had to do it, because he was bragging about his political career. This wasn't Mike Kelly, by the way. Somebody else. And I had to do it. I said, I never thought of it that way, but I ran one time, and we won. OK. And it's also the presidency, right? So, you know. But a man that's been a friend of mine for a long time, he's a tremendous man, and his name is Congressmen Mike Kelly."
00:27:38 - 00:28:20 (42 sec),"He loves you people. And just like your other congressmen, and John Joyce, just like your other congressmen, Mike is strong on crime, tough as hell on borders, powerful on trade, and he is really great on jobs. You see what he's doing. Mike was leading the fight, along with JT and the others, in Congress to cut your taxes, which we did at a level that they haven't seen before, cut regulations, and to protect American workers and American steelworkers."
00:28:20 - 00:28:55 (35 sec),"We're going to dredge the channel to Lake Erie. And we're going to replenish the sand to Presque Isle. Do you know what Presque Isle is? Presque Isle. They've been talking about that for a long time. Mike keeps calling, sir, we want to fix up Presque Isle. I said, Mike, what the hell is Presque Isle? [Laughter] He said, sir, it's a beautiful beach."
00:28:55 - 00:29:32 (37 sec),"I had a picture sent to me. There's no sand. That's what he wants. He wants sand. And we're going to get him the sand, OK? We're going to get him the sand. So, he's a great guy. You got to go vote for him. Let me just invite just for a couple of seconds, Mike, please, come on up. [Audience Chants USA]"
00:29:32 - 00:30:09 (37 sec),"Oh, OK, you know what? Listen, listen, President Trump and I have so much in common. First of all, he loves Pennsylvania... and he -- and he made a commitment tonight. He said, what can we do to make it even better in Erie than it is now? What can we do to take the greatest of the Great Lakes and make it better?"
00:30:09 - 00:30:38 (29 sec),"I said, Mr. President, we need to get sand replenishment. He said, how much do you need? I said, I'm not sure. He said, let me know. You're knowing to get that sand. Yeah! And then he said, so what else? What else? I said, you know what, we need to get some dredging done in the channel so that we don't have to light load any more, our ships can come in and out and get out to the world and bring goods in at a much cheaper price."
00:30:38 - 00:31:30 (52 sec),"He said, you know what, we're going to do that, too! And then I said to the president, you know what, Mr. President, you and I have a lot more in common than probably most people understand. And he goes, what would that be? I said, well, sir, we both married up. [Laughter] We both married up! So this beautiful girl standing beside me tonight, mother of four, grandmother of 10, and five of them are over there right now with my son, George, retired Army captain, and they're here because they love this president."
00:31:30 - 00:32:02 (32 sec),"Look, you know that in 2016, candidate Donald Trump came here to this same arena, to a crowd that was almost as big as this. My god, we got thousands of people outside that just want to get in. There's just not enough room for all the love. The president as a candidate said, this will not be my first trip to Erie, Pennsylvania."
00:32:02 - 00:32:34 (32 sec),"This will not be my first time to stand on the shores of the Great Lake Erie. He said, I will be back. But you know what he also did? He made promises to us in 2016. And people said, no, no, no, there's no way he can do that. There's no way we can get there. My gosh, we just spent eight years of somebody telling us in the White House that America's best days have left her."
00:32:34 - 00:33:30 (56 sec),"And you foolish, foolish people. You Americans actually still seem to think that you're exceptional. You are not exceptional! I want to tell you something. Promises made, promises kept. The strongest personality, the strongest president we have seen in our lifetime! USA! USA! USA! USA! USA! [Audience Chants USA] Listen, I got to tell you, the last 21 months of my life, I have seen something happen in America that I had never seen before."
00:33:30 - 00:33:57 (27 sec),"I have seen the resurrection of the greatest nation the world has ever known. It knows no boundaries. It doesn't differentiate because of the color of your skin, the shape of your eye, what your gender is, where you worship. Every single American and at every single way every single day is stronger because of this man."
00:33:57 - 00:34:28 (31 sec),"You're the best. You are the best! Now, let me let you in on a little secret. You know, all of us deplorables are here tonight. Yeah, we're all here! But you know there's another group out there that says, you know what, we've got to win these midterms. We've got to knock this president off his perch. We've got to knock America down a notch or two."
00:34:28 - 00:35:12 (44 sec),"Well, I'll tell you, the president said, we're going to win, and we're going to keep on winning, and you're going to get tired of winning. I'll tell you, in Erie, Pennsylvania, we never get tired of winning. That's who we are! I'm going to ask you all -- I'm going to ask you all to do one thing tonight. As you look at this gentleman, who left a life that was so comfortable, who left a life that was so luxurious, to be torn apart every day, to have our first lady attacked every day, to have the first family attacked every day... that is not who we are."
00:35:12 - 00:35:53 (42 sec),"Now, you know how you're going to change that? You're going to take the enthusiasm you have tonight, you're going to take the love that you have in your heart for the greatest country in the greatest nation in the history of mankind, and you're going to get out and vote. You're going to show up in numbers that nobody ever thought would turn out."
00:35:53 - 00:37:09 (75 sec),"Now, listen. There's an old saying. You've got to play it through the whistle. Right? You got to play it through the whistle. You know what this man's saying is? You've got to play it through the echo of the whistle. Listen, I am so grateful and so thankful that an American citizen came out of nowhere to take the reins and reform and recommit this country to the greatest, greatest nation the world's ever known."
00:37:09 - 00:37:15 (7 sec),"I got to tell you, I'm with you, we're all together. Let's go win! Let's go win! Let's go win! [Audience Chants USA]"
00:37:15 - 00:37:35 (19 sec),"What do you think of that, folks? And, truly, look, he's in good shape. You see that. How would you like to be his opponent? [Laughter] But still, you never know. A vote for Mike is a vote to make America great again. It's very simple. I want to introduce another congressmen who has been a friend of mine, also, for a long time."
00:37:35 - 00:37:59 (25 sec),"And he had a very sad day yesterday. He lost his brother. He lost his brother. And he loved his brother like crazy. I said, how close? He said the closest. And a very, very strange, horrible thing happened. And he doesn't want to talk about it. But I will tell you it's a hard thing for him. And he loves this state, he loves the people."
00:37:59 - 00:38:23 (24 sec),"He's been an incredible congressman. He was a politician and various things. He went on to become a great congressman. He is so respected in Washington. And the only bad thing when he said he's going to do this, at my suggestion, I said, Lou, I'm telling you, you can win. And he said, well, if you think it's important."
00:38:23 - 00:38:56 (33 sec),"It was really at my suggestion. In other words, I got him into this. [Laughter] It could have been for the rest of his life. He could have been a congressman. But he's a special man. He's a total winner. And he had a rough time the last few days. And something else happened on top of that. But I'm honored to introduce the next United States senator from the state of Pennsylvania, my good friend, Lou Barletta. [Audience Chants Lou]"
00:38:56 - 00:39:31 (35 sec),"Thank you. Thank you very much. You know, Mr. President, I happen how much you love Pennsylvania. This is like the 9th or 10th time that you've been here. And each time that you come, the list of promises made, promises kept gets longer and longer. And that's OK with us, because now you're overseeing the greatest economy in American history right now."
00:39:31 - 00:40:01 (29 sec),"This economy is soaring. GDP last month was 4.2 percent. Unemployment, 3.7 percent. Four million new jobs were created. And this is the stat I love the most: Four million Americans came off of food stamps. Four million Americans came off of food stamps. Black unemployment at an all-time low. Hispanic unemployment at an all-time low."
00:40:01 - 00:40:27 (27 sec),"Women's unemployment at a 64-year low. There are more jobs than people who are unemployed. And I'll tell you how good the economy is: This economy is so good that even Colin Kaepernick found a job. Now, who would want to stop that? Who would want to stop what's happening to the American people right now?"
00:40:27 - 00:40:54 (27 sec),"I'll tell you who wants to stop it: Bob Casey wants to stop it. Senator Bob Casey went to Washington and he forgot about Pennsylvania. He became -- in Washington, he became -- it's no surprise -- he became one of the most liberal senators in Washington. He no longer represents Pennsylvania values. I'll tell you how radical -- I'll tell you how radical he has become."
00:40:54 - 00:41:22 (28 sec),"He is so radical that he said he will vote no, no matter who the president nominates for the next Supreme Court pick. No matter who. Now, he started this craziness. He started this craziness by saying he'd be the first senator to vote no, no matter what. If you don't like the way that Justice Kavanaugh has been treated, then you can't reward Bob Casey by sending him back to Washington ever again."
00:41:22 - 00:41:51 (29 sec),"Listen, it's pretty clear -- it's pretty clear why I'm running for Senate. I'm running for Senate because the president did call and he said, I need you in the Senate. I'm running there because I want to help him because we want to show respect for our law enforcement in America once again. We want to take care of our veterans."
00:41:51 - 00:42:09 (17 sec),"No veterans should ever and will ever die waiting in line for health care in this country ever again. And we're going to support our military, those men and women who travel all over this world to make sure that we have the freedoms that we have and enjoy today and that our children and grandchildren will have that same freedom."
00:42:09 - 00:42:53 (45 sec),"We're going -- we're going to take care of our seniors. We're going to protect the unborn. We're going to put an end to illegal immigration. We're going to -- we're going to build the wall. We're going to build the way. And we are going to kneel when we pray and stand for the flag. No, Mr. President. No, Mr. President, we're not tired of winning in Pennsylvania. We're going to win again in November. Thank you. God bless you. And God bless the United States. Thank you. [Audience Calls Out Lou]"
00:42:53 - 00:43:37 (43 sec),"That's great, Lou. Thank you very much. He's a great man. He's really -- he'll be a fantastic representative for you in Washington, D.C. Got to get out and vote. [Audience Calls Out Lou] So while Lou is fighting for you, Bob Casey is fighting to protect violent criminal aliens. That's what he's doing. Bob Casey voted in favor of deadly sanctuary cities that released thousands upon thousands of illegal alien criminals and vicious gang members to prey on Pennsylvania streets, to prey all over this country."
00:43:37 - 00:44:03 (27 sec),"He'll do it. For example, the sanctuary city of Philadelphia, can you believe this? Could you believe that one? That one I didn't expect to be hearing -- released a criminal alien who was recently convicted of raping and battering a very young child. Bob Casey defends criminals while attacking our brave ICE agents."
00:44:03 - 00:44:46 (43 sec),"He wants to get rid of ICE. Let me tell you about ICE. These are tough, brave people that love our country. These are people that MS-13, they're afraid of ICE. They don't like seeing ICE. And if we don't have ICE, you'll pay a big price. These are great people. These are great people. Lou Barletta and the Republican Party will always stand for the heroes of ICE, Border Patrol, and our great, great law enforcement."
00:44:46 - 00:45:19 (33 sec),"These are great people. Bob Casey even voted against Kate's Law, named for Kate Steinle, who was gunned down by a five-time deported illegal alien, should have never been in our country. Bob Casey puts criminal aliens before American citizens, always has. By the way, how do you have such a liberal guy in the state of Pennsylvania?"
00:45:19 - 00:46:16 (57 sec),"I'm trying to figure that out. Oh, he's banking on the name of his father. That's no good. Which is why he needs to be voted out of office. He has to be voted out of office. Casey also voted against tax cuts, against Pennsylvania coal. He joined the left-wing mob by voting against Brett Kavanaugh. If you want to save American lives, and save American jobs, and keep things going like they're going now, which is better economically than any time in the history of our country... then you need to vote for a pro-American patriot, and he really is a patriot -- he loves this country -- named Lou Barletta."
00:46:16 - 00:46:43 (27 sec),Get out and vote please. [Audience Calls Out Lou] Also at stake in this election is Medicare. Democrats support a socialist takeover of health care that would totally obliterate Medicare. Republicans want to protect Medicare for our great seniors who have earned it and who have paid for it all their lives.
00:46:43 - 00:47:23 (39 sec),"And we will always protect Americans with pre-existing conditions. We're going to protect people that need help, people with pre-existing conditions. If you want security for your family, for yourself, if you want to continue our great economic boom like we've never seen before, but it's all very fragile, it can end, they want to end it, then you must go out and vote Republican."
00:47:23 - 00:47:59 (37 sec),"We need those votes in D.C. Since the election, as Lou has said, we've created over 4.2 million new jobs and lifted over 4 million people off of food stamps. We've added almost 600,000 new manufacturing jobs. They were supposed to be gone forever. African-American unemployment has reached its lowest level in history."
00:47:59 - 00:48:57 (57 sec),"History. That's in history. Think of that. In history. It's got its best level on unemployment. Think of that. African-American poverty has reached its lowest rate ever recorded in poverty. Hispanic-American and Asian-American unemployment has always reached historic lows, lowest in history. And as I always say -- I'm sure you've heard it, I hate to say it again because I know the number is going to be changing very soon, it's going to be even better, women's unemployment has just fallen to 3.6 percent, which is only the lowest rate in 65 years."
00:48:57 - 00:49:22 (25 sec),"I'm sorry. I keep saying it. I keep waiting for that number. I'm sorry, I'd like to apologize to the women, please. Sixty-five years, best in 65 years. I keep waiting for the new number to come out, because that will be history, too, just like African-American, Asian-American, Hispanic-American. Women, it's only the best number in 65 years."
00:49:22 - 00:49:55 (34 sec),"I'd like to apologize. But it's very true. Women. Women for Trump. Women for Trump. Remember how badly I was going to do with women? I said, am I so bad? Remember how badly? And then I got 52 percent of the vote! And everybody said he beat crooked Hillary. What happened? What -- remember that? Remember they put up these phony numbers?"
00:49:55 - 00:50:26 (31 sec),"But you remember that? We did very well. Thank you to the women. We did very well. She never got it. The truth is she never got it. And she still doesn't get it. She's going around on a tour. Did you know this? Did you know that? I said, you should have saved it for the election. After years of being let down by Washington politicians, you now have a champion fighting for you in the White House."
00:50:26 - 00:50:58 (32 sec),"But I need your help this Election Day, November 6th, to stop the radical Democrat mob from trying to take it away. And they're going to try and take it away. They're going to try and take it away. I need you to show up at the polls to continue this incredible movement, like the country has never seen before, like probably very few countries, frankly, have ever seen before."
00:50:58 - 00:51:37 (38 sec),"The only reason to vote Democrat is if you are tired of winning. Then you should vote Democrat. For many years, our country was being pillaged and plundered by unfair trade deals. Pennsylvania lost 1 in 3 manufacturing jobs -- you know it well -- I spent lots of time with you folks up here. You know it well -- following the twin disasters of NAFTA and China's entrance, pushed by us, into the WTO, World Trade Organization, perhaps the only deal worse than NAFTA."
00:51:37 - 00:52:13 (36 sec),"We got 'em both. They were both beauties, weren't they? But the era of economic surrender is over. America is not being taken advantage of any more. Sorry. America is respected again. America is respected again. Last week, I announced that we are replacing NAFTA with an incredible brand-new U.S.-Mexico-Canada Agreement called USMCA."
00:52:13 - 00:52:55 (43 sec),"I didn't want to use the word NAFTA. To create jobs that boost incomes, Republicans passed the biggest package of tax cuts and reforms in American history. We've taken historic action to reduce the price of prescription drugs. Did you see -- did you see four weeks ago when Pfizer and Novartis and other drug companies raised the prices of their drugs very, very substantially?"
00:52:55 - 00:53:22 (26 sec),"And I didn't like it. And I called them. I said, you can't do that. You can't do that. And the first time -- and I give them credit. And I really thank them, too, honestly. But first time in history, they rescinded their price increase and they kept it the same, and they promised no increase for a substantial time."
00:53:22 - 00:53:49 (27 sec),"But we're going to get them down. And when I called them up and they agreed to immediately rescind, perhaps that's the first time I realized how powerful it is to be the president of the United States. That was pretty -- that was pretty good. But I give them a lot of credit, and I appreciate it. We're going to get the prescription prices down, though."
00:53:49 - 00:54:12 (23 sec),"We just signed new legislation today, and there's more coming, because you are being ripped off. You know, for the same pill, for the same drug, for the same company that makes it, the same package, you go to other countries, and you'll pay half and you'll pay less than half. It's a rigged system. You remember what else I called rigged?"
00:54:12 - 00:54:44 (32 sec),"I call plenty of things in this country rigged, but we're straightening it out. But it was a rigged system. Plenty of things rigged. And to help critically ill patients access life-saving treatments, we passed something called right to try. People that are terminally ill were given no chance, no hope. We have incredible drugs in the pipeline that can cure really horrible, horrific disease."
00:54:44 - 00:55:16 (32 sec),"We wouldn't let anyone use these drugs because they didn't want to hurt them, but they're going to die. They're terminally ill! I said, what are we doing? And two months ago, I signed right to try. Somebody's terminally ill, we can try. And we've had great success. We've had great success. And by the way, in all fairness, you also find out whether or not it works."
00:55:16 - 00:55:33 (18 sec),"Not so bad. Right to try. You know what it did? These people, if they had money, they'd travel all over the world looking for a cure. If they didn't have money, they'd go home. There was nothing -- they had no hope. No -- they had no hope. Now they have great hope. We make the greatest products in the world."
00:55:33 - 00:56:00 (27 sec),"We make the greatest medicine, and we'd have hope. And some incredible things have already happened with right to try. They've been trying to pass it for 40 years. We got it passed, and that's because of your congressmen. That's because of your congressmen. That are with us tonight. We also passed veterans' choice."
