0,sentences
00:09:45 - 00:10:19 (34 sec),"That because of the fact that we are, today, getting this great, great, talented, wonderful Supreme Court judge. They said, ""Could you call the people of Kansas and tell them we won't be able to make it tonight.?"" I said, ""I don't have the courage to do that. I don't have the courage"" I said, ""I don't have the courage."" They call me, they said, ""Sir, we're signing the next United States Supreme Court justice."""
00:10:19 - 00:10:51 (32 sec),"They always say, you've heard it. The biggest thing a president can do, they've always said, is Supreme Court justice the biggest, and some of it none. We've had two in less than two years, I guess, you know, some of [Inaudible] some presidents have it. But it's the biggest thing you can do so they said, ""Sir, do you mind canceling Kansas tonight? We're going to have -- "" I said, ""No way I'm canceling Kansas. No way. No way."""
00:10:51 - 00:11:16 (25 sec),"I had that phone working, I had that phone working on that plane, I had that signature going on the plane, and here we are. And by the way, you think this crowd inside is big, you could see the crowd that's outside. We just put up big movie screens but I think this is better, right? This is better. I want to thank Congressman Roger Marshall, has been a great friend."
00:11:16 - 00:11:34 (18 sec),"Roger has been a great friend, and a great friend also, Ron Estes, great person. He helped us so much with the tax cuts, with regulation cuts, with so many things that we've passed that nobody thought would be possible, would be possible. So thank you both very much. Where are they? Where are they? Thank you very much, fellas, thank you. Fantastic"
00:11:34 - 00:12:18 (44 sec),"And also, I want to thank somebody who's done a fantastic job, GOP Chair Kelly Arnold. Kelly? Great job. You know why a great job? Because we won this state by a lot, right?  And after what I just did for you with the new deal with Mexico and Canada, I think we should double it up, I think we should double it up. USMCA, USMCA. I refused to call it NAFTA because NAFTA was such a horrible deal."
00:12:18 - 00:12:57 (39 sec),"You didn't even realize it, that was so --  50,000 plants and factories emptied out, millions and millions of jobs lost, so we negotiated a new deal, and I said,  ""There's no way of calling it NAFTA 2, USMCA. And we opened up -- we opened up agriculture, we opened up dairy, we opened up a lot of things and everybody's really happy."
00:12:57 - 00:13:32 (35 sec),"I don't know how they're doing in the other places but they're really happy. So congratulations. Congratulations. And we also signed a great new deal with South Korea and the farmers are going to be benefiting there too. And we're working -- Right now they  want to make a deal. I said,  ""You're not ready to make a deal yet."" We're working on a deal with China."
00:13:32 - 00:14:03 (31 sec),"We'll see. Well see. Well see. Look, they've been hitting us hard for a long time. We've never had a president that did anything about it. $500 billion a year, that's a big one. They take out. So right now we're doing extremely well with China, and let's see what happens. Maybe we'll do it and if we don't we're going to be in even better position, you understand that. So we'll see."
00:14:03 - 00:14:42 (40 sec),"I also want to thank a man of incredible integrity and class, your governor, Jeff Collier. Jeff? Jeff? Where's Jeff? Jeff is a great guy who's doing a really incredible job and thank you, Jeff. But I didn't know Jeff. I told Jeff, I said, ""Nothing personal, I just didn't know you because when I backed Chris and you have one hell of a governor."" And I think we have to talk about bringing him down to Washington or something. We talked about it."
00:14:42 - 00:15:06 (24 sec),"Great governor, great man. We're also joined by Kansas Attorney General Derek Schmidt. Thank you. And president of the Kansas State Senate Susan Wagle. Susan. Thank you, Susan. I'm so proud that our Campaign Manager Brad Parscale, you know Brad, Brad Parscale. Where's Brad? Guy's like 7 feet tall, so you can't miss him. Thank you, Brad."
00:15:06 - 00:15:38 (32 sec),"Our chief, our chief you know him, our Chief Operating Officer Mike Glassner. You know Michael? He's fantastic right from the beginning. Thank you, Michael. They all come from Kansas. They all come from Kansas. I guess that's how we win, you get from Kansas you wouldn't lose them. Along with our amazing Secretary of State Mike Pompeo. He is doing a great job."
00:15:38 - 00:16:06 (28 sec),"He's headed over to North Korea. This guy travels, boy you got to do that to be a good one. You know, if you're home a lot you're not doing much of a good job. We're doing a great job with North Korea we're doing a great job with everybody. Mike Pompeo from Kansas. Great man. And also here with us tonight is your next lieutenant governor, Wink Hartman. Thank you, Wink. Thank you, Wink."
00:16:06 - 00:16:30 (25 sec),"So a man that's been with me from the beginning, he's tough, he's strong and I hated that he ran because I would have loved to have brought him into my administration, effectively loses, I'll bring him into my administration in two seconds. I hope he loses because I want him so badly. But don't do that."
00:16:30 - 00:17:45 (74 sec),"Don't you. Don't do that. I was angry when he did it. I said, ""Don't do it."" ""Sir, I want to be the governor of Kansas. I love my people."" I said, ""Don't do it. Don't do it."" I was very unhappy. I was very, very unhappy. I said, ""Don't do it."" Then he went out and he's been winning and he's been doing an incredible job. But he does, he loves this state. He loves the state so much and I want to introduce the next governor of Kansas, Kris Kobach."
00:17:45 - 00:18:33 (48 sec),"Well let me just say on behalf of all of Kansas, President Trump, welcome to Trump country. It is such an honor and a blessing to have President Trump here in the city where I grew up to support my campaign in the state that we all love. And I want to give President Trump credit for something really important, it's something he and I have worked together on. We've worked for a number of things but the most important is stopping illegal immigration.  I'm so glad that America has a president who gets it and knows that illegal means illegal."
00:18:33 - 00:18:57 (24 sec),"I want to tell you a quick short story about illegal immigration. I began working on this issue when I was an adviser to John Ashcroft at the time of 9/11. I was there during 9/11, and we all remember how the world changed. But let me tell you something that you may not know. All 19 hijackers came into this country legally on temporary visas."
00:18:57 - 00:19:25 (28 sec),"Five of them became illegal mostly by overstaying their visas. Four of those five were stopped by state and local law enforcement for speeding violations. They were illegally in the country at the time but the cops didn't know it, and so they could -- they didn't make an arrest even though they could have if they'd had that information at their fingertips."
00:19:25 - 00:20:24 (59 sec),Now get this. Three of those for pi -- the three of those for illegal aliens that they could have arrested were pilots. So if they had made those arrests they could have stopped 9/11 from happening. Those numbers have shaped my career. The gravity of that has never left me and I will not and I know President Trump will not allow our immigration system to be used again as a weapon to harm the American people.
00:20:24 - 00:20:42 (18 sec),"Stopping illegal aliens is not just about jobs, it's not just about crime. i's about our nation's security, and that comes first. And illegal immigration is an issue in this campaign for governor. Did you know that my opponent Laura Kelly voted to continue allowing sanctuary cities in Kansas? She did. She did. Look it up. It's in the roll call vote."
00:20:42 - 00:21:33 (51 sec),"When I am governor, God willing, sanctuary cities will end in this state. Laura Kelly also voted to allow illegal aliens to continue getting welfare benefits. So while we're struggling to pay our electricity bill to pay higher taxes, we're meanwhile giving taxpayer dollars to illegal aliens. Is that fair? It's time to stop illegal aliens from getting taxpayer dollars."
00:21:33 - 00:21:53 (20 sec),"It's time to put Kansans first, not illegal aliens. There's another big issue. [Crowd cheering] There's another big issue that President Trump and I have both been concerned about. Voter fraud. Because of the law that I drafted in the Kansas legislature passed, Kansas now has the most secure election laws in America. Photo ID creates trust in our elections."
00:21:53 - 00:22:23 (30 sec),"If you need a photo ID to cash a check or to buy the kind of Sudafed that works, you probably going to need one to go cast a vote in an election. And proof of citizenship too, proof of citizenship. Every time an alien votes, every time an alien votes, it cancels out the vote of a U.S. citizen. The Democrats and their socialist friends, they claim they care about voter cancellation or voter suppression, but they don't care about us citizens votes being canceled out."
00:22:23 - 00:22:59 (36 sec),"It's time for other states to require proof of citizenship too, just like Kansas. One more, one more topic. Taxes. Thanks to President Trump, our federal tax burden is much lower. But in Kansas, our state taxes are the highest in the region. It's time to cut our state taxes here in Kansas. When I am governor, the first bill that I want to sign is one that passes along the Trump tax windfall to the people of Kansas."
00:22:59 - 00:23:25 (26 sec),"$137 million. And on top of that, you've got thousands of Kansans being taxed out of their own home because of property tax appraisal increases, they can't afford to live in the home they wanted to retire in. When I am governor we will put a 2$ cap on property tax appraisal increases."
00:23:25 - 00:24:45 (79 sec),"To put it simply, I want to do for Kansas what President Trump has done for America. [Crowd cheering] We've got a big election, a big election ahead of us on November 6th. It's a point of choice, not only for America but a big decision for Kansas. Tonight, President Trump is here calling on us to get out there and vote, calling on us to stand up, the time is now. To stand up for the proven principles and constitutional rights that have made this country great and made this country strong."
00:24:45 - 00:25:08 (23 sec),"And the time is now, that we must reject the political correctness that the progressives and the left are constantly putting on us. And stand up, and stand up for the time-tested values of hard work, faith in God and the United States Constitution. Thank you, President Trump, for making America great again. And now we're going to make Kansas great again."
00:25:08 - 00:25:35 (27 sec),"Thank you. What a job he did for me, I'll tell you, what a job he did. He's going to be a great governor. He will do the job for you. He is going to be a great, great governor. He is a tireless champion for border security. He'll fight for you every single day. He doesn't stop. He'll protect your family, he'll protect your children."
00:25:35 - 00:26:20 (45 sec),"Now his far-left opponent is Laura Kelly. Voted to raise your taxes. And she supports giving public benefits to the illegal aliens [Inaudible. And Laura Kelly earned an F. And never even heard of an F. An F-rating from the NRA. An F. I assume that means that she's not too big on the second amendment, is that way? How would that be? Everybody get out and vote for my friend Kris Kobach on Election Day, please."
00:26:20 - 00:26:34 (14 sec),"Finally, I want to introduce another terrific Republican candidate, your next congressman. Get out and vote. I need him in Washington. Steve Watkins. Steve is a great veteran. He's a patriot, and a proud West Point graduate, that means he's very smart. Steve, come on up."
00:26:34 - 00:27:18 (44 sec),"Hey. Kansans can do anything. I'm proof of that. I. Grew up a couple of miles away. And here I am standing next to the leader of the free world. And not just any leader, a truly great one. You see, when I left -- when I left Kansas I went among other things I spent eight years in war zones, eight years with my boots in the sand of Iraq and Afghanistan."
00:27:18 - 00:27:50 (32 sec),"Eight years. And in all that time -- all that time I really just learned a couple of things, I know for sure that I have seen the devil, but I have also seen fighters, Donald Trump is a fighter. He fights. He fights for America first, he fights to keep our borders secure, he fights for jobs he fights to those [Inaudible] approaching retirement."
00:27:50 - 00:28:53 (63 sec),"He is a fighter and we are so honored to have him here in Kansas. He moved the U.S. embassy to Jerusalem. Yes. He likes -- he likes appointing pro-constitution judges to the bench. And he is tough on China, Iran, and North Korea. Do other things, Gorsuch and Kavanaugh. Now Kansas, Kansas, you know, might be a little partial, but just think how much more he could have accomplished if he were a Kansan."
00:28:53 - 00:29:07 (14 sec),"Thank you, Mr. President. Thank you for all that you do, for Kansas, and for America ,and for this world. We're so glad you're here. Thank you, sir."
00:29:07 - 00:29:30 (23 sec),"Good man. Good man. And a vote for Steve is a vote for me and our agenda to make America great again. You know that agenda. A lot of hats. A vote for Steve's opponent, his name is Paul Davis. He's not good, he's not good, you know that, is a vote for a radical agenda of Nancy Pelosi, Chuck Schumer, and the legendary Maxine Waters."
00:29:30 - 00:30:18 (48 sec),"Here in Kansas, his opponent Paul Davis voted time after time to raise your taxes and fees. And he voted to give public benefits to illegal aliens at work. If you want to stop Nancy Pelosi from becoming speaker of the house, Nancy, let Nancy Pelosi. Woah, you better get out and vote for Steve Watkins, please. A majority of House Democrats have already sponsored a socialist takeover of healthcare."
00:30:18 - 00:31:38 (80 sec),The Democrats' plan would eviscerate Medicare and eliminate Medicare Advantage for 20 million seniors. We want to protect Medicare we will as Republicans protect Medicare for our great seniors who have earned it and paid for it. And we will always protract Americans with pre-existing conditions. We will take care of our great Americans with pre- existing conditions.
00:31:38 - 00:32:40 (63 sec),"Today's Democrats have embraced radical socialism and open borders. If you don't have borders, you don't have a country, folks, you don't have a country. Every single Democrat. In the U.S. Senate has signed up for the open borders and it's a bill, it's called The Open Borders Bill. What's going on? And it's written by -- Guess who?"
00:32:40 - 00:33:23 (42 sec),"Dianne Feinstein. Remember the leaking, right? The leakin' Dianne Feinstein. ""Did you leak? Did you leak, Dianne? Dianne, did you... "" ""No, no, no, I don't. No.No. I don't think. Wait. Did we leak? No, he said no, no we didn't leak."" Oh. Was that the worst body language you've ever seen? Was that the worst? ""No, I didn't leak. I didn't leak."" No she didn't leak. That's what you're dealing with."
00:33:23 - 00:34:12 (50 sec),"If the Democrats bill ever becomes law, a tidal wave of drugs and crime would pour into our nation like never ever before. Democrats also support deadly sanctuary cities that release violent predators and bloodthirsty killers like MS-13 into our communities. Republicans believe our country should be a sanctuary for law abiding Americans, not criminal aliens"
00:34:12 - 00:34:57 (45 sec),"And Republicans stand proudly with the brave men and women of ICE, border patrol, and law enforcement. They wanted the fund ICE. Can you believe it? You know how tough  ICE is? When MS-13 sees ICE coming, they say, ""Let's get out of here."" But you know what? They can't, because they get caught, they get thrown, and they get thrown the hell out of the country. They can't."
00:34:57 - 00:35:37 (39 sec),"They don't like that. The Democrats want to get rid of ICE. So these are great Americans. By the way, ICE, great Americans. They happen to be tough people. I think we need some tough people, they're tough. MS-13 doesn't like ICE and that's why I like ICE. But they really are, they're great Americans, they love our country and they're not treated properly,  they're not treated properly."
00:35:37 - 00:36:00 (24 sec),"I've seen it in Long Island. They go into a community. I've grew up in that vicinity, I know every community out there. And they go into these communities and these are rough,  rough people, MS13, how they even come in and we stop them at the border but there's so many here from before us, from before us, and our laws are so bad and we're getting them changing stuff."
00:36:00 - 00:36:52 (52 sec),"That's why we need more Republicans. But they come in and -- Long Island, we send ICE and they get in there and they get them out, and it's like we're liberating a town. In this day and age it's like in a war, where you know, you're a foreign invader -- a foreign invader, finally, is being taken out. They're liberating a country or liberating a city or town."
00:36:52 - 00:37:42 (50 sec),"These people are liberating these towns, and you know the story, and you've heard it, it's all over. They cut people up because they don't want to use bullets, it's too fast and it's not painful enough. And then when I said. ""Animals!"" Nancy Pelosi said, ""How dare you speak that way about a human being. How dare you.""  Right? This woman just said it to me. She screamed out of the word animal, so how dare you call them."
00:37:42 - 00:38:10 (29 sec),"They're human beings and not -- these are animals folks. These are animals. And we need law enforcement, and we need ICE and we need border patrol. These are great people. And if your community has a problem, don't worry about it just give us a call, we'll take care of it. Democrats are also fighting to give welfare and free healthcare to illegal aliens paid for by you, the American taxpayer. Thank you very much."
00:38:10 - 00:38:33 (22 sec),"Republicans believe that the public benefits must be protected for the truly, needy Americans. Americans that need help, not illegal aliens. If you want safe. If you want a border. If you want America to remain a sovereign great country then you must organize, mobilize, register, and vote Republican."
00:38:33 - 00:38:52 (19 sec),"We need more Republican votes. This election is about safety. And it's also about prosperity. Since the election, we have created over 4.2 million new jobs and lifted almost 4 million Americans off of food stamps. And we've added nearly one-half million manufacturing jobs. Think of that. If I ever said that during the cam -- look how many. Oh, man, that you are getting more and more people back there."
00:38:52 - 00:39:07 (16 sec),"Look how many reporters. Look. Wow, that's a lot. Wow. Wow. You know I call it? I call it the Academy Awards. That's the  Academy Award. You know we're doing great. Our new polls just came out. I had a poll, Rasmussen 51 or 52, they don't report that, they never report."
00:39:07 - 00:39:49 (41 sec),"But you know -- and It's much higher than that because some people -- I don't know if I'm happy about this, they say when they don't want to talk about it that means they're voting for Trump, I don't know, am I supposed to be thrilled? But we'll take it, right? Well take it. That's what happened in 2016. A lot of people didn't want to talk about it and the pollsters puts it down. OK, so -- but now they learned, they learned their lesson. When they don't talk they had Trump voters."
00:39:49 - 00:40:26 (38 sec),"All action. All action, no talk. African-American unemployment has reached its lowest level in recorded history. African-American poverty has reached its lowest rate ever recorded. By the way, by the way, can you imagine during the debate if I have those stats, the best unemployment number ever for African-Americans. Best in terms of poverty ever in history for Africa."
00:40:26 - 00:41:02 (36 sec),"How do you win? How do you beat us on that? It's only habit. It's habit. Because for a hundred years, African-Americans have gone with Democrats but now they're changing, and they're changing fast and they're coming for us. Thank you, Kanye West. Thank you, Jim Brown. Big Jim Brown. Thank you, Iron Mike. I could go through -- We have so many people."
00:41:02 - 00:42:21 (79 sec),"Big Jim Brown. We could use him right now in the NFL, right? Great people. Hispanic- American and Asian-American, likewise, their unemployment rates have also reached all- time historic lows. The lowest. And women's unemployment just fell to 3.6%,  the lowest rate in 65 years. And we are, as of right now, the world's No.1 producer of crude oil and natural gas. Energy. No. 1.  No. 1. And since I took office, the value of Americans mutual funds and pension funds has increased by $2.7 trillion. That's your money, that's your money. And your 401(k)s. You all look like a bunch of geniuses, thank you, Donald, very much. You're all great investors, right?"
00:42:21 - 00:42:54 (33 sec),"You're all great investors. That's all good. We've picked up 11 -- I would say 10, I was saying seven. We picked up now 11.7% Larry Kudlow said it to me the other day, said, ""Sir, you're a little lower in that number.""  I said, ""Really?"" I was using $10 trillion. It's now $11.7 trillion in worth."
00:42:54 - 00:43:26 (32 sec),"Eleven. You know what that is? And China was catching us rapidly before I became president. And right now we are going so fast, we are the fastest developing country in the world. Can you believe that? Boom. Fastest in the world. [Crowd cheering] And that's why I say, ""We have a midterm coming up, an election."" Historically whoever's president -- I don't know why this works, but whoever's -- I guess people get complacent."
00:43:26 - 00:44:08 (42 sec),"You know, ""Hey, we just won the presidency."" Now two years later we have an election, so they are complacent and then we always win in the next one, which is, as you know, the presidential election. We always... So far I'm dreaming of those candidates. I see those candidates before my eyes."
00:44:08 - 00:44:54 (45 sec),"Every night before I go to sleep, sometimes while I'm sleeping I love them so much. Cory Booker, Pocahontas, Pocahontas. I've got more Indian blood in me than Pocahontas, and I have none, I mean, sadly I have none, but I have more than she does. They said to her, ""Why do you say you're of Indian heritage?"" Well, my mother told my high cheekbones that's the answer."
00:44:54 - 00:45:39 (46 sec),"Do you have any documentation? No, we don't. ""Oh, I see. Your high cheekbones."" Well I have high cheekbones too. Hey, maybe I'm an Indian and I'm going to do very well. But think of it. This is her reason. The whole thing has been [Inaudible] but that's OK. You know what, I want to be careful. I'm taking out so many of these people, I'm hitting them so hard that they're disappearing and I don't want to do that because I make it somebody that's actually good to run against me and that would not be good."
00:45:39 - 00:46:34 (55 sec),"I'll take out all the easy ones and maybe I'll get stuck with somebody that's actually good,  but I don't see any on that side. Well, Sleepy Joe Biden, who -- who ran for president two or three times, you know they say only twice. I think I remember a third time in there. But he had 1% with an arrow pointing left."
00:46:34 - 00:47:23 (50 sec),"That means 1% or less. And then Obama took him off the trash heap while he's one of the people. Remember he challenged me to a fight? ""I'd like to take him behind the bar."" I love that. That would be great. That would not last long. That would not last long. That wouldn't last long. Go like this. He's down. And he'll never get up. He will never get up. He will never get up. Now I got to leave their candidates alone."
00:47:23 - 00:47:42 (18 sec),"Somebody actually said, ""You're hitting these candidates really hard."" He's a non-candidate, you know, Don Mandic. He's a Da Nang Dick. He's Da Nang Dick. That's  Blumenthal. He talked about, ""When I was in Da Nang province in Vietnam and I was fighting up the hill in Minner going left and right of me they're dying."
00:47:42 - 00:48:17 (35 sec),"They're being struck by bullets but I went back to their rescue. I went back and I got them. And then I made a second attempt and bullets are going left and right and over my shoulders and they're hitting my men."" And I used to think, ""Wow, this guy is a pretty brave guy.""  And then I found out he's a fraud. He never was in Vietnam. And he stopped campaigning because there was no way you could win."
00:48:17 - 00:48:58 (41 sec),"No way. And because it's Connecticut, where I guess only a Democrat -- Can you believe this? That's why Connecticut's such a mess right now. Only a Democrat -- Wait, you're going to see, it's a mess. General Electric just moved out. That doesn't help. But Da Nang and Dick and then I see him yesterday talking about a man who's No. 1 at Yale, has like this perfect record."
00:48:58 - 00:49:42 (44 sec),"The most incredible record. One of the reasons I picked him. He's like a perfect person in Da Nang Dick, who -- who said he was a great war hero and he never saw the country. This wasn't like saying, ""Yeah. I was in the army."" This is -- this is the guy that said he was charged up Da Nang. Da Nang province right down Da Nang. He's up that hill and he's taking bullets left and right, and he never saw the place, he was in the reserves cell. Remember that."
00:49:42 - 00:50:07 (25 sec),"And he said, ""I demand honesty."" This is true, exact words. I demand honesty, integrity and I demand that there's no lying going on, and I'm saying, ""Wait a minute."" I said,  ""That's the guy that lied about -- in the worst -- in the history of our country. If you look at it,  he lied. And this is one of the people, how bad."
00:50:07 - 00:50:29 (23 sec),"And then you have the Feinstein and you have all the others and you look at what's going on. You don't want those people in office, folks. You've got to have great Republican. And compare that with what you've seen with John Cornyn, who asked a great question to Dianne and got her a little off base, like you know John Cornyn of Texas."
00:50:29 - 00:50:51 (22 sec),"And Lindsey Graham, who did such a great job. Right. Did a great job. How good was Lindsey? How good was Lindsey? And you know what? He was speaking from the heart. He was speaking. And by the way, took a week but that extra week was a great thing because it showed no corroboration, no nothing. By the way, no nothing. How good was Senator Susan Collins yesterday."
00:50:51 - 00:51:14 (23 sec),"Really, really great. And Chuck Grassley. I'll tell you what, Chuck was great. He's got to be very happy with what we did on trade. Right, Chuck? From Iowa, great state. And Mitch McConnell, how good, how good? He was tough and smart. He was great. He worked hard and we got ourselves the finest legal mind. One of the finest human beings."
00:51:14 - 00:51:46 (32 sec),"And again what his family took. The horror that they had to endure by these people like Blumenthal and Cory Booker who was a disaster as the mayor of Newark New Jersey. What they had to take was a disgrace. The only reason to vote Democrat is if you're tired of winning. All right. Tired of winning. We want to win, win, win. Never get tired of winning. After years of rebuilding other nations we are finally rebuilding our nation. you see what's happening."
00:51:46 - 00:52:07 (21 sec),"And I just left the United Nations last week, and I can tell you, and everybody else can tell you, and even the fake news can tell you, America is respected again. To create more jobs and rising wages. Republicans passed the biggest package of tax cuts and reforms in American history by far."
00:52:07 - 00:52:54 (48 sec),"We also passed Veterans Choice, 44 years, giving our veterans the right to see a private doctor, and we pay for it so they don't have to wait in line for 25 days, 38 days, 14 days, six days. They go out and they see a private doctor, they get themselves a good doctor. We paid the bill. It's frankly so simple but it took 44 years to get it done."
00:52:54 - 00:53:42 (48 sec),"We got it done. I'm going to getting it done. I'm good at getting it done.Now we also passed, this is 45 years, the VA accountability law to insure anyone who mistreats our veterans will be held accountable, you are fired, get out."
00:53:42 - 00:54:07 (25 sec),"And we've secured a record, $700 million and the next year $716 billion to rebuild our military and to give our brave warriors the largest pay raise in almost a decade."
00:54:07 - 00:54:56 (49 sec),"And at my direction, The Pentagon is now working to create the sixth branch of the American Armed Forces the space force, a very serious stuff. That's happening quickly, it's very serious, that's where it's at. You know you have to know where it's at. Doesn't sound right, but it's right. That's where it's at."
00:54:56 - 00:55:20 (24 sec),"Both defense and offense that's where it's at. I withdrew the United States from the horrible one-sided Iran nuclear deal. You know, before I became president, I looked at what was happening with Iran. They were taken over the Middle East, they were taking Syria. They were taking them."
00:55:20 - 00:56:22 (62 sec),"They were going into Iraq, they were taking everything. Now, they just want to make it, they just want to -- say they have riots in every city. Since I took over that operation, that horrible, horrible deal that was the thick of it. The previous administration gave Iran $150 billion and even crazier, they gave him at $1.8 billion dollars in cash. Cash."
00:56:22 - 00:57:07 (45 sec),"Airplanes. Airplanes full of cash. Fact I got in, I said, ""This is the president of the United States. I actually have the power to give away $1.8 billion in cash?"" You know what the answer is? It's actually no, they don't. What they did there is a disgrace. They gave them 1.8 in order to have a terrible deal."
00:57:07 - 00:57:45 (38 sec),"Well that was a hostage so they paid $1.8 billion. They paid $1.8 billion for hostages. Can you imagine? And we got our hostages back from North Korea, right? Noting. Zero. And we have a good relationship. And who knows what happens? But I think good things happen. No more missile testing, no more rocket testing, no more nuclear testing."
00:57:45 - 00:58:26 (41 sec),"We got the remains of our great, great heroes from 75 years ago back. And they keep coming back. And we got our hostages back. And good things are happening over there. You know what I always say is this, just before we signed the deal with Canada and Mexico, great deal, I said, ""Who knows?"" I never like to say -- how could you say? It's a deal."
00:58:26 - 00:58:56 (30 sec),"Who knows? I like to do -- it takes all the pressure off. Who knows? With North Korea, who knows? But I think we're doing very well. OK? The fake news says, ""Why aren't you going faster?"" I said, Listen, I just got back three months ago, right. I was there with Kim Jong-un. I was there three months ago. Chairman Kim."" They say, ""Why aren't you going faster?"
00:58:56 - 00:59:29 (32 sec),"I said, ""What have people done for 75 years? 75. This is three months."" And one of the Akers said, ""Why has the president given away so much? And I said, ""What have I given? I haven't given anything."" We've got our hostages back for nothing, out of respect. We got our remains back. We got the testing all stopped including the nuclear testing."
00:59:29 - 00:59:54 (26 sec),"I said, ""Tell me what have we given?"" ""Well, ah, ah, you -- you agreed to meet."" Oh, that does cost me very much, I agreed to meet. I like to meet. I like to meet. What the hell we lose by meeting. I asked the previous administration. Now that's what I gave away, I agreed to meet. Can you believe it? These people are sick. I agreed to meet."
00:59:54 - 01:00:25 (31 sec),"Can you imagine how well we do if we actually had fair press? Can you imagine? No, could you imagine? Instead of fake news. I agreed to meet. I'm sorry I agreed to meet. And then they said. right. You know, the rhetoric was extremely tough that first couple of months. And President Obama said at my meeting with him he said, ""The biggest problem we have by far is North Korea."""
